# ExperimentSet [id=resultsExperiments/timelinessDisruption/newexp_V16E2D25.0N100TargetRandomServerNodes, localProcessingTime=50.0, masterSeed=123456, meanArrival=25.0, messageDelay=25.0, nEdges=2, nNodes=16, runNumber=100, targetComponent=null]
Target,Seed,ReqTime, quiescenceTime,deltaQT, vcFreenessTime,deltaFT, concurVersTime, deltaCT, workWhenFreenessF, workWhenFreenessM, workWhenQuiescenceQ, workWhenQuiescenceM, workWhenConcurVersFreenessC, workWhenConcurVersFreenessM, workWhenRequestMQFC, lossWorkByQuiescence, lossWorkByVC_Blocking, lossWorkByVC_ConcurVers 
C14,1124888674,250.0,2468.491,2218.491,2420.428,2170.428,2420.428,2170.428,241234.7,290702.88,231558.08,296676.7,289687.16,290702.88,9111.855,65118.625,49468.188,1015.71875
C9,-612012627,250.0,1756.5533,1506.5533,1754.7245,1504.7245,1754.7245,1504.7245,134473.66,154711.53,131272.11,154878.6,154282.9,154711.53,11875.109,23606.484,20237.875,428.625
C8,1996655901,250.0,3878.5554,3628.5554,3828.6816,3578.6816,3828.6816,3578.6816,285155.38,616359.75,155627.97,626249.8,603569.9,616359.9,10384.099,470621.8,331204.34,12790.0
C10,-1298180151,250.0,2259.409,2009.4089,2306.4944,2056.4944,2306.4944,2056.4944,177556.36,212125.98,168561.86,207242.77,211498.73,212125.95,11356.58,38680.906,34569.625,627.21875
C1,80545937,250.0,680.6941,430.6941,573.6186,323.6186,573.6186,323.6186,36280.285,39307.816,41543.63,49752.637,38246.02,39307.816,10802.641,8209.008,3027.5312,1061.7969
C10,-712186726,250.0,1182.9121,932.9121,938.7414,688.7414,938.7414,688.7414,75492.4,79752.71,98799.14,109852.85,79280.91,79752.72,9245.906,11053.711,4260.3125,471.8125
C3,1734157801,250.0,1015.94855,765.94855,1068.8193,818.81934,1068.8193,818.81934,82973.36,94212.74,70061.93,87721.82,92878.49,94212.74,11343.131,17659.89,11239.383,1334.25
C4,1758599912,250.0,3541.9019,3291.9019,2110.7878,1860.7878,2110.7878,1860.7878,185943.11,233175.0,241491.6,431904.3,227541.48,233174.98,10904.526,190412.72,47231.89,5633.5
C6,1220024408,250.0,2303.2083,2053.2083,2338.721,2088.721,2338.721,2088.721,161846.83,302437.0,80398.08,296691.9,292245.0,302437.03,10751.992,216293.81,140590.16,10192.031
C3,110083800,250.0,2405.8203,2155.8203,2374.7756,2124.7756,2374.7756,2124.7756,188933.42,302345.03,81993.68,307046.97,287433.4,302345.03,10036.057,225053.28,113411.61,14911.625
C1,-2135800093,250.0,1380.2579,1130.2579,469.8211,219.8211,469.8211,219.8211,28557.438,30813.473,85378.52,132803.2,29916.963,30813.473,11028.749,47424.68,2256.0352,896.5078
C4,1702456891,250.0,2397.1064,2147.1064,2506.3948,2256.3948,2506.3948,2256.3948,190941.38,286773.06,107979.84,273903.8,277266.22,286773.06,11489.342,165923.97,95831.69,9506.844
C3,-503307268,250.0,962.7316,712.7316,778.44226,528.44226,778.44226,528.44226,41711.184,49471.836,35363.805,65348.402,47457.69,49471.836,9378.27,29984.598,7760.6523,2014.1445
C2,1213087600,250.0,1420.6672,1170.6672,1895.1566,1645.1566,1895.1566,1645.1566,130250.17,183150.22,63285.098,131313.95,176832.8,183150.25,9409.943,68028.86,52900.055,6317.453
C7,-1081705337,250.0,1812.5338,1562.5338,1841.0223,1591.0223,1841.0223,1591.0223,168088.08,204960.47,142924.92,201418.89,202707.28,204960.47,9728.038,58493.97,36872.39,2253.1875
C7,-2965150,250.0,2423.9355,2173.9355,2391.9,2141.9,2391.9,2141.9,204805.61,308172.56,171879.75,312629.3,303858.03,308172.6,11023.957,140749.55,103366.94,4314.5625
C3,-1128452549,250.0,1454.2854,1204.2854,1468.6555,1218.6555,1468.6555,1218.6555,96778.875,131614.34,52347.973,129990.01,125800.375,131614.36,10250.76,77642.04,34835.47,5813.9844
C13,-528027027,250.0,3584.2222,3334.2222,3479.2214,3229.2214,3479.2214,3229.2214,417171.8,533990.0,417363.66,552969.6,532514.56,533990.06,9359.131,135605.97,116818.19,1475.5
C11,1980218242,250.0,982.0881,732.0881,986.2554,736.2554,986.2554,736.2554,74826.766,82168.125,73100.51,81663.75,81643.76,82168.13,10380.656,8563.242,7341.3594,524.375
C3,-1577489105,250.0,1285.714,1035.714,1232.0698,982.0698,1232.0698,982.0698,70684.195,101780.36,43809.375,106562.02,97114.85,101780.36,12860.775,62752.65,31096.164,4665.508
C8,468501319,250.0,981.40405,731.40405,897.8633,647.8633,897.8633,647.8633,64639.35,70996.72,69237.36,78310.336,70734.625,70996.73,10515.761,9072.98,6357.367,262.10156
C1,-1869548146,250.0,1938.7356,1688.7356,1824.485,1574.485,1824.485,1574.485,115373.99,202834.89,53725.094,217100.58,192310.81,202834.89,12247.837,163375.47,87460.89,10524.078
C1,-1409282735,250.0,5050.9985,4800.9985,5139.146,4889.146,5139.146,4889.146,651793.7,887614.3,467339.4,869402.06,872226.1,887614.3,11158.6,402062.62,235820.62,15388.1875
C3,159747449,250.0,667.67676,417.67676,601.9679,351.9679,601.9679,351.9679,38261.06,40865.82,41365.57,48087.82,40041.457,40865.81,8200.306,6722.25,2604.7617,824.35156
C4,2084122642,250.0,2614.599,2364.599,1637.8235,1387.8235,1637.8235,1387.8235,146820.28,169953.02,181503.34,292463.47,165976.88,169952.98,10820.142,110960.11,23132.734,3976.1094
C3,176527414,250.0,2127.7139,1877.7139,1791.7217,1541.7217,1791.7217,1541.7217,139884.64,189148.47,109126.5,230466.31,184394.56,189148.5,10642.193,121339.82,49263.836,4753.9375
C2,1949557543,250.0,1004.0868,754.0868,584.23737,334.23737,584.23737,334.23737,38002.562,40078.188,75056.97,84709.17,39606.1,40078.188,10525.506,9652.203,2075.625,472.08594
C14,-2124536784,250.0,921.894,671.894,914.23596,664.23596,914.23596,664.23596,60822.508,64509.117,59558.82,65201.777,64071.06,64509.117,8899.785,5642.957,3686.6094,438.0586
C7,-1402574388,250.0,2768.0024,2518.0024,2705.7922,2455.7922,2705.7922,2455.7922,235603.94,295634.78,211412.19,303285.97,293575.4,295634.8,9468.413,91873.78,60030.844,2059.4062
C1,357533351,250.0,3453.4658,3203.4658,3534.7842,3284.7842,3534.7842,3284.7842,211588.58,406688.8,53079.555,396499.4,395788.5,406688.84,9964.074,343419.88,195100.25,10900.344
C3,-745000173,250.0,1354.4938,1104.4938,820.47003,570.47003,820.47003,570.47003,54071.758,58581.035,87851.39,115489.27,56950.07,58581.03,9879.718,27637.883,4509.2773,1630.9609
C4,119658930,250.0,1749.7374,1499.7374,1877.3378,1627.3378,1877.3378,1627.3378,163973.44,228762.33,109228.164,209304.0,220815.42,228762.33,11043.894,100075.836,64788.89,7946.9062
C5,-47748695,250.0,936.7611,686.7611,852.35657,602.35657,852.35657,602.35657,65472.418,70273.1,70800.84,78645.44,69898.4,70273.1,11105.807,7844.5977,4800.6875,374.70703
C3,732230767,250.0,1422.2203,1172.2203,459.64435,209.64435,459.64435,209.64435,26905.547,27098.902,153481.3,166677.39,27037.803,27098.902,8880.691,13196.094,193.35547,61.09961
C2,-286604446,250.0,969.74036,719.74036,873.8911,623.8911,873.8911,623.8911,57867.69,64787.934,56885.324,74218.46,62946.906,64787.934,10954.79,17333.137,6920.242,1841.0273
C5,-1058345380,250.0,4624.198,4374.198,4703.263,4453.263,4703.263,4453.263,493629.66,818448.1,267289.1,802787.06,800237.2,818448.1,9641.113,535497.94,324818.47,18210.938
C3,2097610983,250.0,1270.8616,1020.8616,1127.6274,877.62744,1127.6274,877.62744,88572.37,101613.664,82542.9,118204.86,98828.81,101613.664,11028.797,35661.96,13041.297,2784.8516
C5,408255009,250.0,3766.436,3516.436,2560.228,2310.228,2560.228,2310.228,194044.72,332328.66,135434.3,536355.75,316859.62,332328.66,10164.0205,400921.47,138283.92,15469.031
C9,117000257,250.0,1458.2228,1208.2228,1387.0493,1137.0493,1387.0493,1137.0493,113816.61,133254.03,115172.85,141771.42,132207.23,133254.03,10332.75,26598.57,19437.422,1046.7969
C4,-681037470,250.0,2199.7139,1949.7139,2348.6912,2098.6912,2348.6912,2098.6912,152435.66,284053.38,66078.06,264338.56,272270.9,284053.38,12196.061,198260.5,131617.72,11782.469
