# ExperimentSet [id=resultsExperiments/timelinessDisruption/newexp_V16E2D10.0N100TargetRandomServerNodes, localProcessingTime=50.0, masterSeed=123456, meanArrival=25.0, messageDelay=10.0, nEdges=2, nNodes=16, runNumber=100, targetComponent=null]
Target,Seed,ReqTime, quiescenceTime,deltaQT, vcFreenessTime,deltaFT, concurVersTime, deltaCT, workWhenFreenessF, workWhenFreenessM, workWhenQuiescenceQ, workWhenQuiescenceM, workWhenConcurVersFreenessC, workWhenConcurVersFreenessM, workWhenRequestMQFC, lossWorkByQuiescence, lossWorkByVC_Blocking, lossWorkByVC_ConcurVers 
C4,-1992587721,250.0,1758.1954,1508.1954,1721.0133,1471.0133,1721.0133,1471.0133,117030.79,187388.94,51508.09,192165.72,183507.16,187388.94,13016.327,140657.62,70358.15,3881.7812
C10,675187325,250.0,1648.0358,1398.0358,1636.0424,1386.0424,1636.0424,1386.0424,163354.48,192339.14,158167.28,194217.75,191751.06,192339.11,13085.966,36050.47,28984.656,588.0469
C4,1761766398,250.0,1213.9895,963.9895,983.8947,733.8947,983.8947,733.8947,76774.92,92137.37,75947.7,117291.92,91123.9,92137.36,13113.446,41344.22,15362.445,1013.46094
C13,630898849,250.0,1164.81,914.81006,1100.8163,850.8163,1100.8163,850.8163,92002.77,104286.61,97207.87,111737.44,104089.43,104286.59,12299.736,14529.57,12283.836,197.16406
C9,-2048043543,250.0,678.9054,428.9054,636.1233,386.1233,636.1233,386.1233,54325.04,57028.074,58215.82,61880.117,56842.016,57028.07,14763.085,3664.2969,2703.0352,186.05469
C5,1380944539,250.0,742.1515,492.1515,638.6142,388.6142,638.6142,388.6142,42260.13,47998.242,46351.656,57540.152,47538.43,47998.242,13326.852,11188.496,5738.1133,459.8125
C1,-443350544,250.0,1882.1145,1632.1145,1284.553,1034.553,1284.553,1034.553,156855.86,172807.36,199466.78,278306.7,170292.31,172807.36,12494.36,78839.89,15951.5,2515.0469
C9,66651665,250.0,1497.6841,1247.6841,566.9757,316.9757,566.9757,316.9757,44570.613,45923.504,147471.55,170078.12,45774.04,45923.508,12248.174,22606.578,1352.8887,149.47266
C10,-1385530526,250.0,2130.0112,1880.0112,2130.0112,1880.0112,2130.0112,1880.0112,219073.83,261901.86,210434.22,261901.86,261571.47,261901.88,14008.235,51467.64,42828.03,330.40625
C3,-1040023681,250.0,1399.846,1149.846,1158.3274,908.3274,1158.3274,908.3274,96194.836,117537.76,77272.02,146195.12,115304.445,117537.76,14386.895,68923.11,21342.914,2233.3125
C7,1909811994,250.0,608.923,358.92297,597.63293,347.63293,597.63293,347.63293,52102.836,54875.535,52156.53,56058.844,54770.35,54875.535,13588.386,3902.3125,2772.6992,105.18359
C1,-463642527,250.0,2188.2031,1938.2031,2080.861,1830.8611,2080.861,1830.8611,129960.74,252426.27,79076.57,266249.84,247010.6,252426.27,12594.314,187173.28,122465.52,5415.672
C3,481889107,250.0,1202.9283,952.92834,994.93866,744.93866,994.93866,744.93866,59063.977,93495.086,31949.6,118502.875,89741.055,93495.086,11901.175,86553.28,34431.113,3754.0312
C1,1466068709,250.0,1318.5142,1068.5142,970.0362,720.0362,970.0362,720.0362,54811.816,79426.51,46162.863,113058.266,77480.88,79426.5,13404.348,66895.41,24614.688,1945.6211
C1,542933640,250.0,737.8722,487.8722,674.45215,424.45215,674.45215,424.45215,52409.812,57723.523,55173.03,64897.336,56757.61,57723.52,13893.745,9724.305,5313.711,965.91016
C2,-31587717,250.0,1051.947,801.947,948.2025,698.2025,948.2025,698.2025,52185.43,81434.91,34451.95,92045.45,78482.305,81434.91,11693.558,57593.508,29249.48,2952.6016
C3,-1608197371,250.0,1610.9034,1360.9034,758.43335,508.43335,758.43335,508.43335,62249.703,69438.63,120322.83,188265.19,68647.14,69438.63,12636.398,67942.35,7188.9297,791.4922
C2,-806685258,250.0,1549.0879,1299.0879,1554.7887,1304.7887,1554.7887,1304.7887,121452.945,222020.31,57280.42,220816.9,209482.8,222020.3,10490.721,163536.48,100567.37,12537.5
C1,1337272588,250.0,3479.5422,3229.5422,3209.6948,2959.6948,3209.6948,2959.6948,265550.75,601371.56,86357.016,662613.1,588145.94,601371.6,13694.548,576256.1,335820.8,13225.6875
C3,1134486876,250.0,862.8853,612.8853,851.0045,601.0045,851.0045,601.0045,43676.105,67077.02,25960.084,68199.16,65036.223,67077.03,10636.297,42239.07,23400.918,2040.8086
C3,408405954,250.0,1742.8982,1492.8982,1646.3597,1396.3597,1646.3597,1396.3597,106576.12,179146.92,49021.418,191916.98,175403.52,179146.92,10637.544,142895.56,72570.805,3743.4062
C11,707954076,250.0,1178.8347,928.8347,695.6456,445.64563,695.6456,445.64563,57182.4,62521.008,101429.44,123150.375,62242.477,62521.0,12077.101,21720.938,5338.6094,278.52344
C3,698709310,250.0,1561.248,1311.248,1381.0581,1131.0581,1381.0581,1131.0581,89144.36,134431.81,38740.758,157550.52,129490.06,134431.83,12176.084,118809.766,45287.453,4941.7656
C7,286052801,250.0,1308.2076,1058.2076,1173.9214,923.9214,1173.9214,923.9214,116648.734,133056.17,123296.57,151594.47,132429.86,133056.17,11668.715,28297.89,16407.438,626.3125
C6,-190541709,250.0,1041.2334,791.2334,1034.7412,784.7412,1034.7412,784.7412,74808.805,96874.734,67145.74,97436.96,96481.09,96874.73,13416.342,30291.219,22065.926,393.6328
C14,-763205672,250.0,790.57184,540.57184,699.8284,449.82843,699.8284,449.82843,47720.863,52152.58,52224.16,62225.43,51879.297,52152.574,10934.039,10001.273,4431.715,273.27734
C2,-1512022076,250.0,459.98047,209.98047,438.7914,188.79141,438.7914,188.79141,30294.393,30985.895,32159.383,33145.527,30929.531,30985.895,13645.266,986.14453,691.5039,56.36328
C8,-2041392862,250.0,2078.4539,1828.4539,2010.0121,1760.0121,2010.0121,1760.0121,158079.69,321905.88,124956.016,334977.3,318866.3,321905.88,12958.902,210021.3,163826.19,3039.5625
C4,-1124915830,250.0,2098.5503,1848.5503,1293.3048,1043.3048,1293.3048,1043.3048,109485.85,155236.44,79990.98,277506.88,148821.62,155236.44,13212.905,197515.9,45750.586,6414.8125
C13,174823762,250.0,607.8157,357.81567,566.6515,316.6515,566.6515,316.6515,39386.047,41664.02,42889.953,46287.215,41549.465,41664.016,11550.356,3397.2617,2277.9727,114.55078
C3,-1668190253,250.0,2461.3289,2211.3289,972.5819,722.5819,972.5819,722.5819,72932.31,94682.14,88295.55,287464.53,91245.5,94682.14,14919.413,199169.0,21749.828,3436.6406
C9,1799436767,250.0,903.21655,653.21655,903.21655,653.21655,903.21655,653.21655,76415.42,86855.02,71340.984,86855.02,86362.21,86855.02,11898.583,15514.035,10439.598,492.8125
C2,-1555590367,250.0,1546.7379,1296.7379,1102.9537,852.95374,1102.9537,852.95374,77215.695,104090.96,61805.613,153398.0,102100.87,104090.98,12627.261,91592.38,26875.27,1990.1094
C6,650433521,250.0,981.54517,731.54517,771.98413,521.98413,771.98413,521.98413,59139.12,65444.004,73439.69,88976.92,65084.777,65444.004,14448.824,15537.23,6304.879,359.22656
C5,-648533003,250.0,1014.6162,764.6162,1056.7698,806.7698,1056.7698,806.7698,64936.71,99957.2,47065.883,95021.64,98016.48,99957.2,11866.246,47955.754,35020.49,1940.7188
C9,412928697,250.0,1880.5675,1630.5675,1844.7426,1594.7426,1844.7426,1594.7426,181219.19,264783.88,149552.11,270841.34,262461.78,264783.88,12969.488,121289.234,83564.69,2322.0938
C5,952822115,250.0,1078.1208,828.12085,1080.0408,830.0408,1080.0408,830.0408,77701.336,110551.37,60635.574,110326.48,109323.31,110551.37,13398.933,49690.906,32850.035,1228.0547
C2,-1720755923,250.0,1737.9097,1487.9097,1776.1136,1526.1136,1776.1136,1526.1136,120428.09,218858.81,54047.37,212731.19,212394.77,218858.81,11525.174,158683.81,98430.72,6464.047
C8,713249548,250.0,1107.248,857.24805,898.41125,648.41125,898.41125,648.41125,66121.5,75735.46,75967.125,96219.06,75051.38,75735.46,12325.449,20251.934,9613.961,684.0781
C8,826247555,250.0,1361.7382,1111.7382,1243.3583,993.3583,1243.3583,993.3583,115692.95,136091.27,117834.836,152191.47,135250.62,136091.27,12399.464,34356.625,20398.312,840.6406
C2,785368874,250.0,2387.706,2137.706,500.99716,250.99716,500.99716,250.99716,38255.867,40762.156,231974.67,376658.9,40208.777,40762.156,13250.821,144684.25,2506.289,553.3789
C3,1006981601,250.0,1039.266,789.266,347.21274,97.21274,347.21274,97.21274,17836.303,17911.635,98711.03,106606.26,17863.324,17911.633,10134.046,7895.2266,75.331055,48.308594
C1,114827670,250.0,1552.0042,1302.0042,375.58063,125.58063,375.58063,125.58063,28043.234,28851.791,104446.2,159035.95,28612.705,28851.79,16562.271,54589.758,808.55664,239.08398
C7,316430616,250.0,2836.0073,2586.0073,2796.5312,2546.5312,2796.5312,2546.5312,296295.16,386128.94,263711.78,392598.47,384380.47,386128.94,13482.801,128886.67,89833.78,1748.4688
C8,-406689046,250.0,1681.3699,1431.3699,1536.1688,1286.1688,1536.1688,1286.1688,110953.48,168519.62,87637.75,187283.36,165588.38,168519.66,15014.558,99645.6,57566.14,2931.2812
C9,-9578651,250.0,1134.8119,884.8119,1120.8344,870.83435,1120.8344,870.83435,119906.95,130104.06,117330.664,132193.31,129748.11,130104.06,12886.998,14862.648,10197.109,355.95312
C2,103950130,250.0,2059.682,1809.6819,1368.5394,1118.5394,1368.5394,1118.5394,99306.24,151577.83,72691.33,249024.72,146426.7,151577.81,12281.391,176333.39,52271.586,5151.1094
C2,428964495,250.0,466.1179,216.11789,444.0485,194.0485,444.0485,194.0485,29517.828,30099.785,31591.129,32589.594,30030.533,30099.781,11552.703,998.4629,581.95703,69.24609
C7,277769676,250.0,821.9425,571.9425,810.38745,560.38745,810.38745,560.38745,57352.55,66707.98,55444.566,67905.39,66337.63,66707.98,12843.717,12460.82,9355.426,370.33984
C7,1602222556,250.0,2677.8452,2427.8452,2559.1868,2309.1868,2559.1868,2309.1868,222810.06,385912.28,109860.27,407664.28,380981.94,385912.34,13753.109,297804.03,163102.23,4930.4375
C14,1124888674,250.0,1330.8467,1080.8467,1325.4706,1075.4706,1325.4706,1075.4706,128498.78,148974.5,123713.13,149634.31,148650.39,148974.5,10785.8545,25921.172,20475.71,324.10938
C9,-612012627,250.0,1022.4338,772.4338,1005.0934,755.0934,1005.0934,755.0934,79942.414,89448.055,79484.836,91373.445,89158.73,89448.05,12718.96,11888.609,9505.641,289.3203
C8,1996655901,250.0,3066.3271,2816.3271,2996.3179,2746.3179,2996.3179,2746.3179,253266.39,527619.7,141728.03,542697.4,521581.38,527619.7,14282.281,400969.38,274353.3,6038.3125
C10,-1298180151,250.0,1242.3818,992.38184,1225.8231,975.8231,1225.8231,975.8231,85806.49,99557.53,85185.445,101064.734,99318.49,99557.53,12747.054,15879.289,13751.039,239.03906
C1,80545937,250.0,512.80725,262.80725,506.00967,256.00967,506.00967,256.00967,34146.496,36858.668,32686.602,37645.152,36390.17,36858.668,11937.37,4958.551,2712.1719,468.4961
C10,-712186726,250.0,699.9973,449.9973,571.9751,321.9751,571.9751,321.9751,42801.555,44761.523,52959.656,58639.67,44567.46,44761.52,11610.229,5680.0156,1959.9688,194.05469
C3,1734157801,250.0,828.8726,578.8726,690.3707,440.37073,690.3707,440.37073,55017.043,60601.88,62588.086,76519.234,60082.785,60601.883,13465.898,13931.148,5584.836,519.09766
C4,1758599912,250.0,1230.494,980.494,1059.9335,809.9335,1059.9335,809.9335,94217.38,111095.15,84131.82,132883.83,109243.055,111095.16,12726.341,48752.008,16877.766,1852.0938
C6,1220024408,250.0,1570.7761,1320.7761,1650.467,1400.467,1650.467,1400.467,101918.49,194560.33,58282.453,182859.48,190944.55,194560.31,12194.78,124577.03,92641.836,3615.7656
C3,110083800,250.0,1633.7292,1383.7292,1469.0676,1219.0676,1469.0676,1219.0676,121211.53,174470.02,64743.457,195075.28,169521.02,174470.03,13718.753,130331.83,53258.484,4949.0156
C1,-2135800093,250.0,1285.9497,1035.9497,499.3606,249.3606,499.3606,249.3606,31254.643,34924.156,84155.6,131261.34,34395.78,34924.16,12556.094,47105.742,3669.5117,528.3789
C4,1702456891,250.0,1302.6702,1052.6702,1102.0602,852.0602,1102.0602,852.0602,85454.305,113815.28,65573.32,142950.97,109441.016,113815.27,11232.287,77377.66,28360.977,4374.258
C3,-503307268,250.0,1001.5669,751.5669,617.80554,367.80554,617.80554,367.80554,32849.13,40057.402,37051.67,74648.375,39053.375,40057.406,11189.557,37596.703,7208.2734,1004.03125
C2,1213087600,250.0,1236.5604,986.5604,1239.5905,989.59045,1239.5905,989.59045,87393.6,119108.61,59052.44,118778.38,116379.93,119108.61,11613.805,59725.94,31715.008,2728.6797
C7,-1081705337,250.0,1147.315,897.31494,1042.7477,792.7477,1042.7477,792.7477,93549.625,109781.2,94714.69,125585.4,108715.41,109781.21,11799.518,30870.71,16231.578,1065.8047
C7,-2965150,250.0,2132.0005,1882.0005,1854.9469,1604.9469,1854.9469,1604.9469,157810.6,237128.25,149453.94,276948.38,235259.69,237128.25,13019.365,127494.42,79317.66,1868.5625
C3,-1128452549,250.0,983.3198,733.3198,1060.0859,810.08594,1060.0859,810.08594,61245.76,86362.38,35644.71,78953.8,84454.23,86362.375,12184.988,43309.09,25116.617,1908.1562
C13,-528027027,250.0,1894.4917,1644.4917,2395.5718,2145.5718,2395.5718,2145.5718,277665.47,362686.06,202340.69,267722.22,362111.97,362686.06,11586.592,65381.53,85020.59,574.09375
C11,1980218242,250.0,795.16235,545.16235,814.55774,564.55774,814.55774,564.55774,65343.082,71051.3,62725.14,68695.65,70919.34,71051.3,11237.843,5970.508,5708.215,131.95312
C3,-1577489105,250.0,853.9411,603.9411,697.15717,447.15717,697.15717,447.15717,38599.84,50165.57,32840.46,67773.95,48497.37,50165.57,13820.944,34933.492,11565.73,1668.1992
C8,468501319,250.0,835.48193,585.48193,832.2429,582.2429,832.2429,582.2429,63923.45,68092.5,62964.305,68399.19,67997.16,68092.5,12842.95,5434.883,4169.051,95.34375
C1,-1869548146,250.0,1417.411,1167.411,1127.657,877.657,1127.657,877.657,78834.69,129118.875,45217.973,162396.56,124583.75,129118.875,14702.526,117178.586,50284.19,4535.125
C1,-1409282735,250.0,2520.2114,2270.2114,2271.5466,2021.5466,2271.5466,2021.5466,276872.28,364040.28,245591.06,414686.2,358145.34,364040.28,11405.354,169095.14,87168.0,5894.9375
C3,159747449,250.0,572.4173,322.4173,570.06805,320.06805,570.06805,320.06805,38290.184,40478.324,36650.29,40734.59,40193.785,40478.32,10153.563,4084.3027,2188.1406,284.53516
C4,2084122642,250.0,1375.9548,1125.9548,940.10925,690.10925,940.10925,690.10925,82848.836,94337.12,102157.13,144803.55,93125.52,94337.12,14246.41,42646.42,11488.281,1211.5938
C3,176527414,250.0,1429.3062,1179.3062,846.73914,596.73914,846.73914,596.73914,64966.203,81932.23,77394.766,153876.72,79824.01,81932.23,12148.906,76481.95,16966.023,2108.2188
C2,1949557543,250.0,751.6704,501.6704,486.41644,236.41644,486.41644,236.41644,35445.93,37321.68,58218.816,65811.055,37153.91,37321.676,12305.253,7592.2383,1875.75,167.76562
C14,-2124536784,250.0,692.9368,442.93683,674.9577,424.9577,674.9577,424.9577,49324.562,52896.57,49395.67,54479.637,52738.86,52896.57,11975.569,5083.965,3572.0078,157.71094
C7,-1402574388,250.0,1513.3684,1263.3684,1481.1342,1231.1342,1481.1342,1231.1342,126709.08,150922.3,116949.58,154877.05,150018.33,150922.33,11699.026,37927.46,24213.21,904.0
C1,357533351,250.0,1538.9458,1288.9458,1502.7214,1252.7214,1502.7214,1252.7214,95012.195,157847.25,40098.61,162155.05,153631.2,157847.27,11830.005,122056.44,62835.062,4216.0625
C3,-745000173,250.0,1342.2062,1092.2062,1007.29144,757.29144,1007.29144,757.29144,85935.21,96099.77,104299.59,135906.89,95120.29,96099.79,11577.037,31607.297,10164.5625,979.5
C4,119658930,250.0,1569.3175,1319.3175,1623.8892,1373.8892,1623.8892,1373.8892,140477.83,199792.42,94702.3,192554.62,196936.19,199792.44,13007.784,97852.33,59314.594,2856.25
C5,-47748695,250.0,760.7634,510.76343,667.4236,417.42358,667.4236,417.42358,49463.246,54002.8,57016.934,63832.555,53846.996,54002.81,13363.66,6815.621,4539.5547,155.8125
C3,732230767,250.0,926.2941,676.2941,364.61993,114.619934,364.61993,114.619934,24924.848,25014.035,96950.94,103968.27,24998.652,25014.035,12944.376,7017.336,89.1875,15.381836
C2,-286604446,250.0,902.2012,652.2012,586.3246,336.3246,586.3246,336.3246,35511.938,38804.305,48746.266,63985.652,38218.1,38804.305,11986.461,15239.387,3292.3672,586.2031
C5,-1058345380,250.0,2262.3079,2012.3079,1784.9087,1534.9087,1784.9087,1534.9087,190619.08,277217.5,142468.31,381039.94,269878.22,277217.53,12001.028,238571.62,86598.42,7339.3125
C3,2097610983,250.0,1061.904,811.90405,704.0029,454.00293,704.0029,454.00293,56706.332,63001.703,75058.96,101524.03,62125.945,63001.703,14005.492,26465.07,6295.371,875.7578
C5,408255009,250.0,2245.602,1995.602,1339.5594,1089.5594,1339.5594,1089.5594,106781.875,151631.14,93117.055,302111.53,146555.56,151631.12,13060.452,208994.5,44849.266,5075.5625
C9,117000257,250.0,1217.8312,967.8312,1242.2064,992.2064,1242.2064,992.2064,107669.68,128809.93,99571.11,125745.25,128439.32,128809.93,11764.09,26174.14,21140.258,370.6172
C4,-681037470,250.0,1857.4211,1607.4211,1763.9271,1513.9271,1763.9271,1513.9271,113102.44,210518.53,57067.13,222832.83,205843.22,210518.53,12859.245,165765.69,97416.086,4675.3125
