# ExperimentSet [id=resultsExperiments/timelinessDisruption/V16E2D50.0N100TargetRandomServerNodes, localProcessingTime=50.0, masterSeed=123456, meanArrival=25.0, messageDelay=50.0, nEdges=2, nNodes=16, runNumber=100, targetComponent=null]
Target,Seed,ReqTime, quiescenceTime,deltaQT, vcFreenessTime,deltaFT, workWhenFreenessF, workWhenFreenessM, workWhenQuiescenceM, workWhenQuiescenceQ, workWhenRequestF, workWhenRequestM, workWhenRequestQ, lossWorkByQu, lossWorkByVC
C1,1466068709,250.0,2777.748,2527.748,3432.0554,3182.0554,197107.6,329488.8,264279.0,72242.65,8323.996,8323.996,8323.996,192036.34,132381.22
C1,542933640,250.0,1890.0338,1640.0338,2050.3262,1800.3262,177970.9,208200.78,187390.33,140048.16,7568.119,7568.12,7568.1196,47342.17,30229.875
C2,-31587717,250.0,2978.6057,2728.6057,3127.2158,2877.2158,158756.06,292322.8,276504.44,60271.664,8691.806,8691.806,8691.806,216232.77,133566.75
C3,-1608197371,250.0,2812.0823,2562.0823,1619.7897,1369.7897,138901.3,163552.92,337313.75,208096.94,7946.7026,7946.703,7946.7026,129216.83,24651.625
C2,-806685258,250.0,7526.3867,7276.3867,7422.3154,7172.3154,576663.75,1445185.8,1468656.4,161367.28,6879.023,6879.022,6879.023,1307289.1,868522.0
C1,1337272588,250.0,6775.4624,6525.4624,7107.939,6857.939,566906.8,1307433.8,1239173.9,118941.93,9185.319,9185.319,9185.319,1120231.9,740526.9
C3,1134486876,250.0,1750.8376,1500.8376,1723.078,1473.078,86234.83,136490.83,139045.56,41723.016,7311.9595,7311.9595,7311.9595,97322.555,50256.0
C3,408405954,250.0,2233.41,1983.4099,3158.1792,2908.1792,191017.2,343181.2,223367.14,57331.258,7468.2573,7468.257,7468.2563,166035.89,152163.98
C11,707954076,250.0,1762.6642,1512.6642,1703.903,1453.903,138816.22,156948.14,163871.56,136782.06,6865.89,6865.89,6865.89,27089.5,18131.922
C3,698709310,250.0,3101.045,2851.045,2599.9233,2349.9233,166995.3,259290.52,319681.9,57030.46,7894.0205,7894.0205,7894.0205,262651.44,92295.22
C7,286052801,250.0,2678.0198,2428.0198,2496.275,2246.275,263663.38,300566.34,327517.28,262283.94,8217.576,8217.577,8217.577,65233.36,36902.984
C6,-190541709,250.0,1597.2064,1347.2064,1552.353,1302.353,107568.1,138281.19,142874.45,98588.48,9778.969,9778.969,9778.969,44285.977,30713.086
C14,-763205672,250.0,1602.9797,1352.9797,1526.5306,1276.5306,109045.555,122287.086,129762.44,106455.22,7652.449,7652.45,7652.449,23307.219,13241.523
C2,-1512022076,250.0,736.7941,486.79413,784.0664,534.0664,48623.117,49729.45,45838.54,43951.535,8629.338,8629.338,8629.338,1887.0078,1106.3281
C8,-2041392862,250.0,4237.405,3987.4048,4240.0815,3990.0815,308205.2,650703.06,650188.5,202470.36,7576.619,7576.619,7576.619,447718.12,342497.88
C4,-1124915830,250.0,3905.1677,3655.1677,3910.4668,3660.4668,308154.9,484424.44,483648.53,130513.11,7028.3477,7028.3477,7028.3477,353135.44,176269.53
C13,174823762,250.0,1362.1716,1112.1716,1540.4866,1290.4866,124455.766,136534.45,116649.49,103293.22,7661.54,7661.5405,7661.5405,13356.273,12078.6875
C3,-1668190253,250.0,3351.9087,3101.9087,3475.0505,3225.0505,257206.4,378234.6,363388.12,112483.09,9642.923,9642.922,9642.922,250905.02,121028.2
C9,1799436767,250.0,2455.2866,2205.2866,2628.6216,2378.6216,231741.44,282960.5,259861.97,196992.98,8537.492,8537.491,8537.491,62868.984,51219.062
C2,-1555590367,250.0,2349.7808,2099.7808,2571.2676,2321.2676,181991.11,262157.78,233468.52,90771.6,7976.1445,7976.1445,7976.145,142696.92,80166.67
C6,650433521,250.0,1764.109,1514.109,1762.467,1512.467,130921.336,156498.3,156648.81,120158.58,8255.978,8255.978,8255.978,36490.227,25576.953
C5,-648533003,250.0,2330.7153,2080.7153,2652.0525,2402.0525,158176.23,285115.0,247092.47,84790.805,7818.044,7818.044,7818.0435,162301.66,126938.78
C9,412928697,250.0,5251.9697,5001.9697,5386.19,5136.19,516010.62,808290.56,785904.25,362587.4,7354.0317,7354.031,7354.0317,423316.88,292279.97
C5,952822115,250.0,1969.1321,1719.1321,2716.7815,2466.7815,178724.58,289985.66,197387.66,87524.99,9018.644,9018.644,9018.644,109862.664,111261.06
C2,-1720755923,250.0,5980.8213,5730.8213,6023.96,5773.96,421855.44,888875.2,881895.44,120879.2,7576.8237,7576.8237,7576.8237,761016.25,467019.75
C8,713249548,250.0,2117.6685,1867.6685,2258.8513,2008.8513,160867.66,188831.94,175661.97,135153.22,8446.461,8446.461,8446.461,40508.742,27964.281
C8,826247555,250.0,2494.7146,2244.7146,2621.963,2371.963,242078.17,287049.56,270618.16,207782.02,8752.654,8752.655,8752.654,62836.14,44971.39
C2,785368874,250.0,5197.8545,4947.8545,3568.84,3318.84,435978.47,510706.44,818501.06,503751.75,8355.612,8355.612,8355.612,314749.3,74727.97
C3,1006981601,250.0,2813.5662,2563.5662,1133.3064,883.3064,88283.836,91606.47,332416.56,303358.62,6752.407,6752.4077,6752.407,29057.938,3322.6328
C1,114827670,250.0,3341.916,3091.916,783.1695,533.1695,52567.77,58071.04,335906.6,195108.53,10077.83,10077.83,10077.83,140798.05,5503.2734
C7,316430616,250.0,3458.4714,3208.4714,3348.8992,3098.8992,330283.4,421501.44,438417.56,297875.88,9108.406,9108.406,9108.406,140541.69,91218.03
C8,-406689046,250.0,4726.69,4476.69,4553.552,4303.552,322673.2,555560.56,578642.8,230999.72,8751.127,8751.126,8751.127,347643.1,232887.38
C9,-9578651,250.0,1965.907,1715.907,1073.7798,823.7798,85060.5,88918.06,215257.2,186691.84,7981.383,7981.384,7981.3833,28565.36,3857.5625
C2,103950130,250.0,4476.203,4226.203,4524.275,4274.275,343844.25,577545.7,570046.6,136065.48,7226.863,7226.8623,7226.862,433981.12,233701.44
C2,428964495,250.0,847.844,597.844,748.66266,498.66266,48053.543,49219.48,59085.746,56295.953,8214.627,8214.628,8214.628,2789.793,1165.9375
C7,277769676,250.0,1384.5151,1134.5151,1380.992,1130.992,101952.53,113487.9,113831.96,97783.15,8614.213,8614.213,8614.213,16048.8125,11535.367
C7,1602222556,250.0,5587.527,5337.527,5759.7495,5509.7495,493922.47,858140.8,828283.3,197566.22,8627.804,8627.804,8627.803,630717.06,364218.34
C14,1124888674,250.0,3172.5632,2922.5632,3161.2505,2911.2505,311906.94,371856.16,373472.0,293351.97,6628.738,6628.7373,6628.7373,80120.03,59949.22
C9,-612012627,250.0,2279.125,2029.125,2257.617,2007.617,173738.28,207233.39,209378.78,168965.22,8522.691,8522.691,8522.691,40413.562,33495.11
C8,1996655901,250.0,6128.1387,5878.1387,6455.4077,6205.4077,490326.7,1062590.9,1002184.1,237262.16,8719.959,8719.959,8719.959,764922.0,572264.1
C10,-1298180151,250.0,2709.1497,2459.1497,2764.7817,2514.7817,215729.84,255479.1,249798.88,202738.39,8790.507,8790.507,8790.507,47060.484,39749.25
C1,80545937,250.0,828.88495,578.88495,941.7772,691.7772,60917.465,69103.555,57688.39,46383.965,8794.528,8794.528,8794.528,11304.426,8186.09
C10,-712186726,250.0,1448.8741,1198.8741,942.43475,692.43475,64211.117,67685.266,122101.766,107053.68,7786.0527,7786.0527,7786.0527,15048.086,3474.1484
C3,1734157801,250.0,1565.4666,1315.4666,1633.0035,1383.0035,121575.1,136468.66,130119.88,98770.76,8787.978,8787.976,8787.977,31349.125,14893.555
C4,1758599912,250.0,3834.002,3584.002,2919.6846,2669.6846,276791.06,348714.84,486227.03,272183.03,8520.915,8520.914,8520.915,214044.0,71923.78
C6,1220024408,250.0,3845.4614,3595.4614,3972.1792,3722.1792,248063.56,492067.88,475032.28,116993.58,8640.569,8640.569,8640.569,358038.72,244004.31
C3,110083800,250.0,5754.2036,5504.2036,5926.101,5676.101,465050.06,775768.6,749320.06,149781.14,8949.783,8949.782,8949.782,599538.9,310718.53
C1,-2135800093,250.0,2349.13,2099.13,1125.4006,875.40063,78177.38,93113.46,225148.72,139347.61,9177.299,9177.299,9177.299,85801.11,14936.078
C4,1702456891,250.0,2915.8535,2665.8535,2930.0696,2680.0696,218567.72,321413.62,319762.47,124858.06,8235.199,8235.199,8235.198,194904.4,102845.92
C3,-503307268,250.0,1750.7157,1500.7157,1625.4603,1375.4603,92157.086,122663.83,133033.23,60430.254,7861.6807,7861.68,7861.6807,72602.984,30506.742
C2,1213087600,250.0,2371.4846,2121.4846,2604.691,2354.691,181580.8,261406.36,233071.2,105489.79,8014.4863,8014.487,8014.486,127581.414,79825.56
C7,-1081705337,250.0,2837.788,2587.788,2652.57,2402.57,249778.08,309453.03,334983.1,223889.48,8117.9424,8117.943,8117.9424,111093.61,59674.953
C7,-2965150,250.0,4094.6663,3844.6663,3975.3347,3725.3347,318773.25,523616.34,541265.7,254667.52,7847.6724,7847.6724,7847.672,286598.16,204843.1
C3,-1128452549,250.0,2646.8228,2396.8228,2300.3164,2050.3164,135443.86,195132.33,229181.17,69406.38,7594.6094,7594.6094,7594.6094,159774.78,59688.47
C13,-528027027,250.0,6011.642,5761.642,6162.5127,5912.5127,721815.7,1003174.1,974583.2,676273.75,8015.838,8015.8384,8015.838,298309.44,281358.44
C11,1980218242,250.0,1600.5756,1350.5756,1355.038,1105.038,104244.32,113400.86,144487.39,128659.19,7527.9717,7527.9717,7527.9717,15828.203,9156.539
C3,-1577489105,250.0,1824.9027,1574.9027,2073.1252,1823.1252,111467.766,171511.98,147795.52,57564.508,9416.7,9416.7,9416.7,90231.0,60044.22
C8,468501319,250.0,2082.4788,1832.4788,1922.2675,1672.2675,147604.28,162618.75,177746.81,154709.9,8524.918,8524.918,8524.918,23036.906,15014.469
C1,-1869548146,250.0,2938.0637,2688.0637,3109.7527,2859.7527,175937.17,344126.44,321223.44,59030.66,9592.462,9592.462,9592.461,262192.78,168189.27
C1,-1409282735,250.0,7943.922,7693.922,7385.4185,7135.4185,930889.7,1270865.0,1383045.1,728068.8,7607.2515,7607.2515,7607.2515,654976.3,339975.3
C3,159747449,250.0,780.7405,530.7405,925.8028,675.8028,57048.113,62158.777,46548.133,40690.504,6390.426,6390.426,6390.426,5857.629,5110.664
C4,2084122642,250.0,3179.9216,2929.9216,2470.9456,2220.9456,213688.69,256859.25,348546.28,219161.2,8274.141,8274.141,8274.141,129385.06,43170.562
C3,176527414,250.0,2674.2515,2424.2515,2988.09,2738.09,241955.92,339107.97,295648.44,135021.66,8801.893,8801.894,8801.893,160626.77,97152.03
C2,1949557543,250.0,1803.952,1553.952,771.82214,521.82214,52215.195,54440.65,166924.22,143969.66,8664.064,8664.064,8664.064,22954.562,2225.4531
C14,-2124536784,250.0,1460.8344,1210.8344,1439.0228,1189.0228,105136.87,114787.195,117000.625,102491.87,8229.391,8229.391,8229.391,14508.758,9650.328
C7,-1402574388,250.0,3350.3633,3100.3633,3518.1682,3268.1682,297955.88,379869.47,359610.1,255447.98,8271.682,8271.682,8271.682,104162.11,81913.59
C1,357533351,250.0,3426.9736,3176.9736,3307.7144,3057.7144,207752.98,371813.25,388144.25,58522.152,7232.4287,7232.4277,7232.429,329622.1,164060.25
C3,-745000173,250.0,3101.086,2851.086,3193.8547,2943.8547,290493.44,339414.12,327817.4,223832.6,9129.896,9129.896,9129.896,103984.8,48920.688
C4,119658930,250.0,2651.7114,2401.7114,2333.9531,2083.9531,202166.33,282844.16,333099.53,152876.36,7411.111,7411.1104,7411.1104,180223.16,80677.81
C5,-47748695,250.0,1402.4854,1152.4854,1546.6659,1296.6659,109847.0,120762.8,107666.05,95200.016,8552.034,8552.034,8552.034,12466.031,10915.797
C3,732230767,250.0,1580.3372,1330.3372,518.9202,268.92023,26092.932,26344.371,167511.16,154555.25,7156.653,7156.653,7156.653,12955.906,251.43945
C2,-286604446,250.0,1389.4282,1139.4282,1260.2079,1010.2079,84684.34,95624.55,108254.76,80588.95,8481.762,8481.762,8481.762,27665.812,10940.203
C5,-1058345380,250.0,7139.2593,6889.2593,6612.797,6362.797,718327.25,1165700.4,1273624.5,415487.06,7050.076,7050.075,7050.075,858137.4,447373.06
C3,2097610983,250.0,1885.1254,1635.1254,1665.5184,1415.5184,133603.6,156031.1,180957.55,123874.06,8890.116,8890.116,8890.116,57083.492,22427.508
C5,408255009,250.0,4037.1199,3787.1199,4162.626,3912.626,309869.84,528807.25,510912.38,147341.9,8311.164,8311.164,8311.164,363570.47,218937.4
C9,117000257,250.0,1920.8403,1670.8403,1939.398,1689.398,166504.48,198652.45,196265.44,157176.88,8220.8545,8220.8545,8220.8545,39088.562,32147.969
C4,-681037470,250.0,3571.4084,3321.4084,3692.9202,3442.9202,211875.17,424338.78,409789.9,76943.69,7481.454,7481.454,7481.454,332846.2,212463.6
