# ExperimentSet [id=resultsExperiments/timelinessDisruption/newexp_V16E2D0.0N100TargetRandomServerNodes, localProcessingTime=50.0, masterSeed=123456, meanArrival=25.0, messageDelay=0.0, nEdges=2, nNodes=16, runNumber=100, targetComponent=null]
Target,Seed,ReqTime, quiescenceTime,deltaQT, vcFreenessTime,deltaFT, concurVersTime, deltaCT, workWhenFreenessF, workWhenFreenessM, workWhenQuiescenceQ, workWhenQuiescenceM, workWhenConcurVersFreenessC, workWhenConcurVersFreenessM, workWhenRequestMQFC, lossWorkByQuiescence, lossWorkByVC_Blocking, lossWorkByVC_ConcurVers 
C6,650433521,250.0,697.9743,447.9743,693.8547,443.85468,693.8547,443.85468,52402.055,59450.92,51528.297,59917.812,59450.92,59450.92,12913.671,8389.516,7048.867,0.0
C5,-648533003,250.0,949.1072,699.1072,751.35364,501.35364,751.35364,501.35364,48548.73,72945.8,46910.05,100717.22,72945.8,72945.8,14857.47,53807.17,24397.07,0.00390625
C9,412928697,250.0,1936.7793,1686.7793,1025.6805,775.68054,1025.6805,775.68054,104070.94,135567.0,160912.31,297528.94,135567.0,135567.0,14110.186,136616.62,31496.062,0.0
C5,952822115,250.0,892.4321,642.4321,595.627,345.627,595.627,345.627,45677.617,57338.945,51601.137,92686.87,57338.94,57338.94,16934.027,41085.734,11661.328,0.0
C2,-1720755923,250.0,1366.5763,1116.5763,1333.1793,1083.1793,1333.1793,1083.1793,92060.445,164876.02,50823.16,170296.48,164875.98,164875.98,16534.213,119473.32,72815.56,0.0
C8,713249548,250.0,932.7216,682.7216,926.2314,676.2314,926.2314,676.2314,65383.66,75893.79,64876.414,76470.555,75893.79,75893.79,16301.223,11594.141,10510.129,0.0
C8,826247555,250.0,1256.9453,1006.9453,911.34326,661.34326,911.34326,661.34326,75318.54,89513.445,103717.61,133090.12,89513.445,89513.44,12965.381,29372.516,14194.906,-0.0078125
C2,785368874,250.0,2021.3411,1771.3411,785.0721,535.0721,785.0721,535.0721,87380.45,92417.01,211833.14,313658.72,92417.02,92417.01,16696.05,101825.56,5036.5547,-0.015625
C3,1006981601,250.0,967.8132,717.8132,285.62457,35.624573,285.62457,35.624573,17226.607,17238.28,109555.625,115800.48,17238.281,17238.281,13632.594,6244.8516,11.671875,0.0
C1,114827670,250.0,1081.7274,831.7274,349.53183,99.53183,349.53183,99.53183,26476.236,27157.965,74534.27,109000.04,27157.965,27157.965,17234.668,34465.766,681.7285,0.0
C7,316430616,250.0,1303.484,1053.484,943.7244,693.7244,943.7244,693.7244,94700.62,112758.53,116757.69,164921.56,112758.52,112758.54,15540.462,48163.867,18057.914,0.015625
C8,-406689046,250.0,1236.9717,986.9717,1211.5857,961.5857,1211.5857,961.5857,97397.55,150256.61,79911.23,153431.81,150256.61,150256.61,17255.992,73520.58,52859.07,0.0
C9,-9578651,250.0,896.0886,646.0886,874.86273,624.86273,874.86273,624.86273,102488.84,107942.02,100386.41,111347.6,107942.02,107942.02,16028.645,10961.1875,5453.172,0.0
C2,103950130,250.0,1478.6504,1228.6504,1353.4854,1103.4854,1353.4854,1103.4854,108709.29,174376.16,61463.42,192916.94,174376.17,174376.16,13433.691,131453.52,65666.875,-0.015625
C2,428964495,250.0,388.97714,138.97714,337.90686,87.90686,337.90686,87.90686,19333.928,19583.662,23827.285,24296.158,19583.664,19583.662,12424.453,468.87305,249.73438,-0.001953125
C7,277769676,250.0,594.8457,344.8457,541.8318,291.8318,541.8318,291.8318,34816.54,38253.555,37236.55,43341.285,38253.56,38253.555,13055.138,6104.7363,3437.0195,0.0
C7,1602222556,250.0,1691.9746,1441.9746,886.9428,636.9428,886.9428,636.9428,72687.664,101934.734,77004.17,233378.62,101934.734,101934.73,15055.6,156374.47,29247.07,-0.0078125
C14,1124888674,250.0,1082.9827,832.98267,1070.3109,820.3109,1070.3109,820.3109,101512.06,113211.12,100858.66,114940.83,113211.11,113211.11,14835.8955,14082.164,11699.047,0.0
C9,-612012627,250.0,609.2151,359.2151,586.76575,336.76575,586.76575,336.76575,46645.477,50097.977,48740.426,52847.527,50097.977,50097.977,13953.832,4107.1016,3452.5,0.0
C8,1996655901,250.0,1595.603,1345.603,1555.7297,1305.7297,1555.7297,1305.7297,124988.555,253762.3,81527.5,262391.94,253762.3,253762.28,14390.35,180864.44,128773.75,-0.015625
C10,-1298180151,250.0,839.09344,589.09344,826.4498,576.4498,826.4498,576.4498,67208.69,72940.586,66480.734,74072.88,72940.59,72940.586,16512.43,7592.1484,5731.8984,-0.0078125
C1,80545937,250.0,411.51016,161.51016,353.32196,103.32196,353.32196,103.32196,24660.79,25553.494,28319.926,31275.422,25553.494,25553.494,15718.688,2955.495,892.7051,-9.765625E-4
C10,-712186726,250.0,837.0122,587.0122,825.73425,575.73425,825.73425,575.73425,74389.29,79758.82,74242.29,81017.77,79758.82,79758.82,14435.472,6775.4883,5369.5312,0.0
C3,1734157801,250.0,438.9403,188.9403,421.83926,171.83926,421.83926,171.83926,26734.963,28019.084,26555.367,29469.895,28019.082,28019.084,12990.619,2914.5273,1284.1211,0.001953125
C4,1758599912,250.0,1148.0159,898.01587,907.55444,657.55444,907.55444,657.55444,85770.92,100896.91,83785.086,134340.69,100896.914,100896.91,13818.365,50555.6,15125.984,-0.0078125
C6,1220024408,250.0,1605.4683,1355.4683,1586.1787,1336.1787,1586.1787,1336.1787,107780.88,216588.88,71789.87,219803.22,216588.89,216588.89,16944.31,148013.34,108807.984,0.0
C3,110083800,250.0,1634.5297,1384.5297,1213.3625,963.36255,1213.3625,963.36255,97505.84,151401.25,60370.24,212883.78,151401.25,151401.25,13674.852,152513.55,53895.414,0.0
C1,-2135800093,250.0,886.31616,636.31616,384.63565,134.63565,384.63565,134.63565,26888.93,28273.33,59797.6,88326.18,28273.33,28273.33,14654.909,28528.582,1384.4004,0.0
C4,1702456891,250.0,823.2279,573.2279,701.7845,451.7845,701.7845,451.7845,50318.375,62142.234,42892.074,77148.87,62142.234,62142.234,13896.083,34256.793,11823.863,0.00390625
C3,-503307268,250.0,749.90375,499.90375,603.84845,353.84845,603.84845,353.84845,38372.79,48676.95,36465.973,62448.367,48676.953,48676.953,15449.674,25982.395,10304.156,0.0
C2,1213087600,250.0,1176.4017,926.40173,549.4912,299.4912,549.4912,299.4912,31397.893,39754.527,50582.78,109683.31,39754.53,39754.53,11793.805,59100.53,8356.635,0.0
C7,-1081705337,250.0,1362.8993,1112.8993,760.24994,510.24994,760.24994,510.24994,69512.07,81296.05,118308.8,167482.2,81296.05,81296.05,15943.136,49173.406,11783.977,0.0
C7,-2965150,250.0,1449.7471,1199.7471,1442.5273,1192.5273,1442.5273,1192.5273,116813.4,174464.83,100666.76,175446.19,174464.84,174464.84,15546.302,74779.44,57651.438,0.0
C3,-1128452549,250.0,905.04156,655.04156,716.01917,466.01917,716.01917,466.01917,40721.137,54479.93,32057.799,74752.555,54479.93,54479.93,12916.991,42694.758,13758.793,0.0
C13,-528027027,250.0,2757.929,2507.929,2756.0059,2506.0059,2756.0059,2506.0059,355759.03,474431.66,348916.8,474818.12,474431.7,474431.72,13259.648,125901.31,118672.625,0.03125
C11,1980218242,250.0,492.13025,242.13025,371.28314,121.28314,371.28314,121.28314,28441.17,29275.508,42717.457,44696.254,29275.516,29275.512,14691.113,1978.7969,834.33887,-0.0029296875
C3,-1577489105,250.0,834.06335,584.06335,476.7343,226.73431,476.7343,226.73431,29830.363,33930.305,35649.6,69957.1,33930.305,33930.305,15135.452,34307.5,4099.9414,0.0
C8,468501319,250.0,664.2833,414.28333,664.12177,414.12177,664.12177,414.12177,51274.426,55974.86,49459.293,55989.56,55974.855,55974.855,16698.014,6530.2656,4700.4297,0.0
C1,-1869548146,250.0,999.2611,749.2611,849.9409,599.9409,849.9409,599.9409,56996.92,94250.27,40856.44,112884.69,94250.27,94250.27,16746.518,72028.25,37253.35,0.0
C1,-1409282735,250.0,2452.2168,2202.2168,1228.9471,978.94714,1228.9471,978.94714,139784.1,173864.33,218926.03,386964.62,173864.33,173864.31,13857.968,168038.6,34080.234,-0.015625
C3,159747449,250.0,451.91345,201.91345,346.1729,96.17291,346.1729,96.17291,21273.059,21733.143,30561.455,32562.797,21733.145,21733.143,12485.865,2001.3418,460.08398,-0.001953125
C4,2084122642,250.0,1419.8965,1169.8965,719.5431,469.5431,719.5431,469.5431,57440.95,67139.83,104736.02,155897.62,67139.82,67139.82,15350.276,51161.594,9698.879,0.0
C3,176527414,250.0,913.36194,663.36194,800.8602,550.8602,800.8602,550.8602,64947.266,82858.24,54735.062,98017.336,82858.23,82858.23,14051.819,43282.27,17910.977,0.0
C2,1949557543,250.0,584.0852,334.0852,327.34827,77.34827,327.34827,77.34827,24397.656,24678.531,50021.36,54821.582,24678.531,24678.531,15754.09,4800.2188,280.87305,-0.001953125
C14,-2124536784,250.0,477.18146,227.18146,440.11157,190.11157,440.11157,190.11157,34673.324,36093.645,38054.19,39982.14,36093.64,36093.64,13635.531,1927.9492,1420.3203,0.0
C7,-1402574388,250.0,940.44354,690.44354,816.24023,566.24023,816.24023,566.24023,64612.15,76629.336,71886.375,91429.51,76629.336,76629.336,13195.55,19543.137,12017.184,-0.00390625
C1,357533351,250.0,999.5425,749.5425,855.1793,605.1793,855.1793,605.1793,55787.992,89887.61,36127.164,107497.664,89887.61,89887.61,13900.313,71370.5,34099.617,0.0
C3,-745000173,250.0,640.87085,390.87085,419.935,169.935,419.935,169.935,29531.348,30634.832,47073.977,54684.613,30634.832,30634.832,14696.24,7610.6367,1103.4824,-0.001953125
C4,119658930,250.0,1047.8522,797.8522,749.4792,499.4792,749.4792,499.4792,68974.17,85569.625,71020.08,129507.055,85569.625,85569.62,15294.406,58486.977,16595.453,-0.0078125
C5,-47748695,250.0,505.41663,255.41663,502.97482,252.97482,502.97482,252.97482,44158.457,46312.293,43959.227,46569.08,46312.293,46312.293,17598.373,2609.8535,2153.838,0.001953125
C3,732230767,250.0,564.4678,314.46777,266.21634,16.21634,266.21634,16.21634,16678.016,16681.145,55454.992,57176.598,16681.145,16681.145,15069.178,1721.6055,3.1279297,0.0
C2,-286604446,250.0,517.2291,267.22913,339.03842,89.03842,339.03842,89.03842,21070.193,21545.928,29932.545,34394.19,21545.928,21545.928,15229.503,4461.6465,475.73438,-9.765625E-4
C5,-1058345380,250.0,1797.9625,1547.9625,1451.6694,1201.6694,1451.6694,1201.6694,153185.64,231384.2,120584.94,303497.44,231384.19,231384.16,13665.433,182912.5,78198.56,-0.03125
C3,2097610983,250.0,731.65125,481.65125,493.66055,243.66055,493.66055,243.66055,33166.38,37158.137,45605.668,62235.59,37158.137,37158.14,13173.59,16629.92,3991.7559,0.00390625
C5,408255009,250.0,1348.6006,1098.6006,919.60724,669.60724,919.60724,669.60724,66582.836,100406.78,63395.848,160541.72,100406.79,100406.78,14165.893,97145.875,33823.945,-0.0078125
C9,117000257,250.0,834.6101,584.6101,700.20856,450.20856,700.20856,450.20856,60057.58,67629.375,71534.85,86987.63,67629.37,67629.37,12520.012,15452.781,7571.793,0.0
C4,-681037470,250.0,1252.2198,1002.21985,1127.5869,877.5869,1127.5869,877.5869,69395.02,119689.3,42303.652,135957.97,119689.3,119689.3,13526.188,93654.31,50294.273,0.0
