# ExperimentSet [id=resultsExperiments/timelinessDisruption/scale8TargetC1, localProcessingTime=50.0, masterSeed=123456, meanArrival=25.0, messageDelay=5.0, nEdges=3, nNodes=8, runNumber=50, targetComponent=C1]
Seed,ReqTime, quiescenceTime,deltaQT, vcFreenessTime,deltaFT, workWhenFreenessF, workWhenFreenessM, workWhenQuiescenceM, workWhenQuiescenceQ, workWhenRequestF, workWhenRequestM, workWhenRequestQ, lossWorkByQu, lossWorkByVC
707954076,250.0,814.91284,564.91284,824.79376,574.79376,24032.258,36185.598,35577.82,14860.988,5030.5723,5030.5723,5030.5723,20716.832,12153.34
698709310,250.0,995.6851,745.6851,931.6835,681.6835,27995.166,44733.406,48227.957,17331.865,7106.2407,7106.24,7106.24,30896.094,16738.238
286052801,250.0,1326.9633,1076.9633,2053.5166,1803.5166,81290.94,147463.7,88622.46,18921.086,5002.178,5002.1787,5002.178,69701.375,66172.77
-190541709,250.0,692.81116,442.81116,630.4419,380.4419,22611.129,26088.283,28917.648,16389.021,8460.525,8460.525,8460.524,12528.626,3477.1543
-763205672,250.0,825.59595,575.59595,839.037,589.037,22211.797,33773.766,33001.69,10937.905,4452.895,4452.895,4452.895,22063.787,11561.969
-1512022076,250.0,823.1982,573.1982,867.0224,617.0224,23043.291,34342.434,32312.76,13318.696,6073.4644,6073.465,6073.465,18994.062,11299.143
-2041392862,250.0,792.99304,542.99304,811.90845,561.90845,21300.053,33696.098,32338.965,11108.687,4302.0493,4302.0493,4302.0493,21230.28,12396.045
-1124915830,250.0,899.6481,649.6481,910.3627,660.3627,31475.473,41830.973,41156.652,19038.824,7421.16,7421.16,7421.16,22117.828,10355.5
174823762,250.0,1715.7332,1465.7332,1628.5187,1378.5187,43475.6,97655.37,103961.06,23316.09,6340.648,6340.648,6340.6484,80644.97,54179.766
-1668190253,250.0,909.23096,659.23096,860.5121,610.5121,30279.912,37781.02,41013.215,19042.002,8012.0366,8012.0366,8012.037,21971.215,7501.1074
1799436767,250.0,1209.658,959.65796,1140.9319,890.9319,35965.734,56568.867,61241.926,19498.428,6356.7544,6356.7544,6356.7544,41743.5,20603.133
-1555590367,250.0,950.67017,700.67017,982.10815,732.10815,33138.56,51472.18,49504.652,19254.049,6547.6655,6547.6655,6547.6655,30250.605,18333.623
650433521,250.0,1101.5455,851.54553,1254.8628,1004.8628,44774.227,74141.39,65161.72,24117.39,7150.664,7150.663,7150.664,41044.33,29367.164
-648533003,250.0,769.3253,519.3253,833.5759,583.5759,28013.732,37370.492,34100.227,16470.42,6211.557,6211.5576,6211.5576,17629.805,9356.758
412928697,250.0,890.8154,640.8154,831.2349,581.2349,22006.123,33154.44,35836.41,14043.103,5715.0996,5715.0996,5715.0996,21793.309,11148.318
952822115,250.0,1926.9266,1676.9266,1586.0883,1336.0883,52419.17,97497.94,124948.734,28858.242,6816.8823,6816.8823,6816.8823,96090.49,45078.766
-1720755923,250.0,1282.1415,1032.1415,1184.3491,934.3491,41469.125,61824.543,68404.82,22787.672,5802.4614,5802.461,5802.4614,45617.15,20355.418
713249548,250.0,1593.5566,1343.5566,1426.0477,1176.0477,42832.434,94421.234,108147.71,24221.658,5861.425,5861.425,5861.425,83926.055,51588.805
826247555,250.0,1556.4196,1306.4196,1482.7506,1232.7506,47224.81,93452.4,99083.25,25640.863,6470.6484,6470.6484,6470.6484,73442.39,46227.59
