# ExperimentSet [id=resultsExperiments/timelinessDisruption/scale8TargetC8, localProcessingTime=50.0, masterSeed=123456, meanArrival=25.0, messageDelay=5.0, nEdges=3, nNodes=8, runNumber=50, targetComponent=C8]
Seed,ReqTime, quiescenceTime,deltaQT, vcFreenessTime,deltaFT, workWhenFreenessF, workWhenFreenessM, workWhenQuiescenceM, workWhenQuiescenceQ, workWhenRequestF, workWhenRequestM, workWhenRequestQ, lossWorkByQu, lossWorkByVC
-806685258,250.0,1694.6433,1444.6433,1694.6433,1444.6433,80414.43,108628.68,108628.68,80414.42,7082.899,7082.899,7082.8984,28214.258,28214.25
1337272588,250.0,1132.786,882.786,1132.786,882.786,57459.305,71903.586,71903.586,57459.305,6083.1226,6083.122,6083.1226,14444.277,14444.277
1134486876,250.0,1201.2128,951.21277,1201.2128,951.21277,53541.08,55472.594,55472.594,53541.08,6140.104,6140.1045,6140.1035,1931.5117,1931.5156
408405954,250.0,1137.4464,887.4464,1137.4464,887.4464,46475.656,54765.13,54765.13,46475.656,6781.4355,6781.4355,6781.4355,8289.477,8289.477
707954076,250.0,848.65924,598.65924,848.65924,598.65924,30715.197,37675.133,37675.133,30715.197,5030.5723,5030.5723,5030.5723,6959.9355,6959.9355
698709310,250.0,408.11282,158.11282,408.11282,158.11282,15350.911,15662.786,15662.787,15350.911,7106.24,7106.24,7106.24,311.87598,311.875
286052801,250.0,2029.5071,1779.5071,2029.5071,1779.5071,96184.49,145742.27,145742.28,96184.5,5002.178,5002.178,5002.178,49557.79,49557.78
-190541709,250.0,477.0465,227.04651,477.0465,227.04651,18805.72,19634.586,19634.586,18805.72,8460.525,8460.525,8460.525,828.86523,828.86523
-763205672,250.0,650.97833,400.97833,650.97833,400.97833,21790.137,23857.674,23857.672,21790.139,4452.895,4452.8955,4452.8955,2067.5352,2067.5352
-1512022076,250.0,427.47217,177.47217,427.47217,177.47217,13556.119,13996.281,13996.282,13556.119,6073.465,6073.465,6073.465,440.1631,440.1621
-2041392862,250.0,652.24884,402.24884,652.24884,402.24884,20472.168,23541.113,23541.111,20472.168,4302.0493,4302.0493,4302.0493,3068.9434,3068.9453
-1124915830,250.0,773.02875,523.02875,773.02875,523.02875,30880.416,33599.74,33599.74,30880.416,7421.1597,7421.16,7421.1597,2719.3223,2719.3223
174823762,250.0,2195.9475,1945.9475,2195.9475,1945.9475,102362.45,143825.55,143825.55,102362.45,6340.648,6340.6484,6340.648,41463.1,41463.1
-1668190253,250.0,726.51624,476.51624,726.51624,476.51624,29312.615,30354.951,30354.953,29312.615,8012.036,8012.037,8012.0366,1042.3379,1042.3359
1799436767,250.0,720.50726,470.50726,720.50726,470.50726,30685.633,31299.09,31299.09,30685.633,6356.7544,6356.7544,6356.7544,613.45703,613.45703
-1555590367,250.0,762.11224,512.11224,762.11224,512.11224,30750.566,37191.547,37191.547,30750.566,6547.6655,6547.6655,6547.6655,6440.9805,6440.9805
650433521,250.0,834.7187,584.7187,834.7187,584.7187,43010.01,48180.277,48180.28,43010.01,7150.664,7150.664,7150.664,5170.2695,5170.2656
-648533003,250.0,782.4601,532.4601,782.4601,532.4601,29098.467,34723.98,34723.98,29098.467,6211.5576,6211.557,6211.557,5625.5137,5625.5137
412928697,250.0,877.9264,627.9264,877.9264,627.9264,28211.252,35255.74,35255.742,28211.252,5715.0996,5715.0996,5715.0996,7044.49,7044.4863
952822115,250.0,2589.3281,2339.3281,2589.3281,2339.3281,130808.6,175693.48,175693.5,130808.6,6816.8823,6816.8823,6816.8823,44884.906,44884.89
-1720755923,250.0,1225.3767,975.3767,1225.3767,975.3767,58439.76,64579.367,64579.367,58439.758,5802.461,5802.461,5802.461,6139.6094,6139.6055
713249548,250.0,1320.9469,1070.9469,1320.9469,1070.9469,66359.19,85936.11,85936.12,66359.19,5861.4253,5861.425,5861.4253,19576.934,19576.926
826247555,250.0,1398.331,1148.331,1398.331,1148.331,73507.64,86335.375,86335.37,73507.64,6470.6484,6470.6484,6470.6484,12827.727,12827.734
