# ExperimentSet [id=resultsExperiments/timelinessDisruption/V16E2D100.0N100TargetRandomServerNodes, localProcessingTime=50.0, masterSeed=123456, meanArrival=25.0, messageDelay=100.0, nEdges=2, nNodes=16, runNumber=100, targetComponent=null]
Target,Seed,ReqTime, quiescenceTime,deltaQT, vcFreenessTime,deltaFT, workWhenFreenessF, workWhenFreenessM, workWhenQuiescenceM, workWhenQuiescenceQ, workWhenRequestF, workWhenRequestM, workWhenRequestQ, lossWorkByQu, lossWorkByVC
C13,-528027027,250.0,17365.08,17115.08,17356.89,17106.89,2035963.8,2921008.5,2922454.0,1979575.9,5566.775,5566.7744,5566.775,942878.1,885044.75
C11,1980218242,250.0,1268.886,1018.886,1495.8186,1245.8186,98682.914,105364.74,81953.78,73266.58,5794.901,5794.902,5794.902,8687.203,6681.828
C3,-1577489105,250.0,2236.3245,1986.3245,2618.4685,2368.4685,139316.02,216626.47,177862.2,65163.105,7253.809,7253.8096,7253.809,112699.09,77310.45
C8,468501319,250.0,2200.9497,1950.9497,2427.5337,2177.5337,189194.75,209156.9,186492.77,163387.39,6892.925,6892.925,6892.9243,23105.375,19962.156
C1,-1869548146,250.0,4724.217,4474.217,4472.134,4222.134,264948.3,496316.94,528994.06,79568.26,7346.4243,7346.424,7346.424,449425.78,231368.61
C1,-1409282735,250.0,12883.594,12633.594,12866.175,12616.175,1599200.2,2198474.2,2201586.8,1138785.5,5852.428,5852.4277,5852.428,1062801.1,599273.9
C3,159747449,250.0,1408.0656,1158.0656,1417.2888,1167.2888,82621.14,90575.93,89606.78,73808.0,4933.999,4933.999,4933.999,15798.781,7954.789
C4,2084122642,250.0,4252.8223,4002.8223,3859.188,3609.188,334673.56,411412.62,461247.4,280494.34,7471.5176,7471.517,7471.517,180753.06,76739.06
C3,176527414,250.0,4549.1523,4299.1523,3786.945,3536.945,304517.25,416242.88,513799.06,225384.8,6582.644,6582.644,6582.6436,288414.25,111725.625
C2,1949557543,250.0,3102.0872,2852.0872,2185.1125,1935.1125,167475.98,181498.56,280072.7,238948.98,6843.263,6843.263,6843.263,41123.72,14022.578
C14,-2124536784,250.0,2461.7249,2211.7249,2454.067,2204.067,181543.86,201075.73,201841.34,175232.52,5675.2954,5675.2954,5675.296,26608.828,19531.875
C7,-1402574388,250.0,6182.157,5932.157,6084.317,5834.317,524038.97,659723.2,671075.5,465948.6,6818.734,6818.734,6818.734,205126.88,135684.19
C1,357533351,250.0,5942.248,5692.248,6808.1523,6558.1523,397383.38,780394.5,659639.2,85924.42,5315.1333,5315.1333,5315.1333,573714.75,383011.12
C3,-745000173,250.0,3429.2144,3179.2144,2586.0322,2336.0322,207499.22,231250.62,328694.03,244851.27,6152.739,6152.739,6152.739,83842.75,23751.406
C4,119658930,250.0,4165.212,3915.212,5090.9595,4840.9595,415371.1,599095.6,470341.1,206925.23,5616.8145,5616.815,5616.8145,263415.88,183724.53
C5,-47748695,250.0,2239.9033,1989.9033,2423.2083,2173.2083,185228.19,202503.77,182443.58,160390.11,7294.1763,7294.1763,7294.1763,22053.469,17275.578
C3,732230767,250.0,2262.5303,2012.5303,886.8773,636.8773,51475.617,52623.086,225907.84,208493.06,6098.4077,6098.4077,6098.4077,17414.781,1147.4688
C2,-286604446,250.0,2312.7104,2062.7104,2577.3813,2327.3813,168073.84,197391.47,174007.16,123803.53,6576.7783,6576.778,6576.7783,50203.625,29317.625
C5,-1058345380,250.0,14512.057,14262.057,15005.645,14755.645,1645475.0,2859444.5,2754492.2,805268.06,5299.6104,5299.6104,5299.6104,1949224.2,1213969.6
C3,2097610983,250.0,2727.7327,2477.7327,2921.3745,2671.3745,221635.7,264251.12,243903.44,153861.67,6359.152,6359.1514,6359.1514,90041.766,42615.42
C5,408255009,250.0,6428.546,6178.546,6834.963,6584.963,516027.97,890522.5,825011.44,214004.3,6624.6724,6624.6724,6624.6724,611007.1,374494.53
C9,117000257,250.0,4314.2065,4064.2065,4703.12,4453.12,405185.38,512187.28,462603.9,346638.06,6330.9536,6330.9536,6330.953,115965.81,107001.91
C4,-681037470,250.0,5589.0337,5339.0337,5704.752,5454.752,333701.8,649037.6,634622.3,115327.81,6684.796,6684.7964,6684.7964,519294.5,315335.78
