# ExperimentSet [id=resultsExperiments/timelinessDisruption/V16E2D10.0N100TargetRandomServerNodes, localProcessingTime=50.0, masterSeed=123456, meanArrival=25.0, messageDelay=10.0, nEdges=2, nNodes=16, runNumber=100, targetComponent=null]
Target,Seed,ReqTime, quiescenceTime,deltaQT, vcFreenessTime,deltaFT, workWhenFreenessF, workWhenFreenessM, workWhenQuiescenceM, workWhenQuiescenceQ, workWhenRequestF, workWhenRequestM, workWhenRequestQ, lossWorkByQu, lossWorkByVC
C9,1799436767,250.0,903.21655,653.21655,903.21655,653.21655,76415.42,86855.02,86855.02,71340.984,11898.583,11898.583,11898.585,15514.039,10439.598
C2,-1555590367,250.0,1546.7379,1296.7379,1102.9537,852.95374,77215.695,104090.97,153398.0,61805.613,12627.261,12627.261,12627.262,91592.38,26875.277
C6,650433521,250.0,981.54517,731.54517,771.98413,521.98413,59139.117,65444.004,88976.92,73439.69,14448.823,14448.823,14448.823,15537.238,6304.8867
C5,-648533003,250.0,1014.6162,764.6162,1056.7698,806.7698,64936.71,99957.21,95021.64,47065.883,11866.246,11866.246,11866.246,47955.754,35020.504
C9,412928697,250.0,1880.5675,1630.5675,1844.7426,1594.7426,181219.2,264783.88,270841.34,149552.12,12969.488,12969.488,12969.488,121289.22,83564.67
C5,952822115,250.0,1078.1208,828.12085,1080.0408,830.0408,77701.336,110551.37,110326.484,60635.574,13398.932,13398.932,13398.933,49690.914,32850.03
C2,-1720755923,250.0,1737.9097,1487.9097,1776.1136,1526.1136,120428.1,218858.81,212731.19,54047.367,11525.174,11525.174,11525.174,158683.81,98430.71
C8,713249548,250.0,1107.248,857.24805,898.41125,648.41125,66121.49,75735.46,96219.06,75967.13,12325.45,12325.449,12325.449,20251.926,9613.969
C8,826247555,250.0,1361.7382,1111.7382,1243.3583,993.3583,115692.945,136091.27,152191.45,117834.836,12399.464,12399.463,12399.464,34356.61,20398.32
C2,785368874,250.0,2387.706,2137.706,500.99716,250.99716,38255.87,40762.156,376658.94,231974.67,13250.821,13250.821,13250.821,144684.28,2506.2852
C3,1006981601,250.0,1039.266,789.266,347.21274,97.21274,17836.303,17911.633,106606.266,98711.04,10134.046,10134.046,10134.045,7895.2266,75.33008
C1,114827670,250.0,1552.0042,1302.0042,375.58063,125.58063,28043.234,28851.791,159035.95,104446.2,16562.271,16562.271,16562.271,54589.758,808.55664
C7,316430616,250.0,2836.0073,2586.0073,2796.5312,2546.5312,296295.16,386128.94,392598.5,263711.78,13482.801,13482.802,13482.802,128886.7,89833.78
C8,-406689046,250.0,1681.3699,1431.3699,1536.1688,1286.1688,110953.48,168519.64,187283.34,87637.75,15014.558,15014.558,15014.558,99645.586,57566.156
C9,-9578651,250.0,1134.8119,884.8119,1120.8344,870.83435,119906.97,130104.06,132193.31,117330.67,12886.998,12886.999,12886.999,14862.641,10197.094
C2,103950130,250.0,2059.682,1809.6819,1368.5394,1118.5394,99306.24,151577.83,249024.72,72691.33,12281.392,12281.391,12281.391,176333.39,52271.586
C2,428964495,250.0,466.1179,216.11789,444.0485,194.0485,29517.824,30099.783,32589.594,31591.13,11552.702,11552.701,11552.701,998.4629,581.96094
C7,277769676,250.0,821.9425,571.9425,810.38745,560.38745,57352.55,66707.984,67905.39,55444.57,12843.716,12843.716,12843.716,12460.82,9355.434
C7,1602222556,250.0,2677.8452,2427.8452,2559.1868,2309.1868,222810.06,385912.3,407664.28,109860.26,13753.109,13753.109,13753.11,297804.03,163102.23
C14,1124888674,250.0,1330.8467,1080.8467,1325.4706,1075.4706,128498.77,148974.5,149634.31,123713.125,10785.854,10785.8545,10785.854,25921.18,20475.719
C9,-612012627,250.0,1022.4338,772.4338,1005.0934,755.0934,79942.43,89448.05,91373.44,79484.836,12718.959,12718.959,12718.959,11888.602,9505.617
C8,1996655901,250.0,3066.3271,2816.3271,2996.3179,2746.3179,253266.39,527619.7,542697.4,141728.03,14282.281,14282.281,14282.281,400969.38,274353.3
C10,-1298180151,250.0,1242.3818,992.38184,1225.8231,975.8231,85806.49,99557.53,101064.74,85185.45,12747.053,12747.053,12747.053,15879.289,13751.039
C1,80545937,250.0,512.80725,262.80725,506.00967,256.00967,34146.492,36858.67,37645.152,32686.602,11937.37,11937.37,11937.37,4958.551,2712.1797
C10,-712186726,250.0,699.9973,449.9973,571.9751,321.9751,42801.56,44761.523,58639.67,52959.656,11610.228,11610.228,11610.228,5680.0156,1959.9648
C3,1734157801,250.0,828.8726,578.8726,690.3707,440.37073,55017.043,60601.883,76519.234,62588.09,13465.897,13465.898,13465.898,13931.145,5584.84
C4,1758599912,250.0,1230.494,980.494,1059.9335,809.9335,94217.375,111095.15,132883.81,84131.82,12726.341,12726.341,12726.341,48751.992,16877.773
C6,1220024408,250.0,1570.7761,1320.7761,1650.467,1400.467,101918.49,194560.33,182859.48,58282.453,12194.781,12194.781,12194.78,124577.03,92641.836
C3,110083800,250.0,1633.7292,1383.7292,1469.0676,1219.0676,121211.53,174470.03,195075.25,64743.457,13718.754,13718.753,13718.754,130331.8,53258.5
C1,-2135800093,250.0,1285.9497,1035.9497,499.3606,249.3606,31254.646,34924.164,131261.36,84155.6,12556.093,12556.094,12556.093,47105.758,3669.5156
C4,1702456891,250.0,1302.6702,1052.6702,1102.0602,852.0602,85454.3,113815.27,142950.97,65573.32,11232.288,11232.287,11232.288,77377.66,28360.977
C3,-503307268,250.0,1001.5669,751.5669,617.80554,367.80554,32849.13,40057.402,74648.375,37051.67,11189.556,11189.557,11189.557,37596.703,7208.2715
C2,1213087600,250.0,1236.5604,986.5604,1239.5905,989.59045,87393.6,119108.61,118778.375,59052.44,11613.805,11613.805,11613.805,59725.934,31715.008
C7,-1081705337,250.0,1147.315,897.31494,1042.7477,792.7477,93549.63,109781.21,125585.39,94714.69,11799.518,11799.518,11799.518,30870.703,16231.578
C7,-2965150,250.0,2132.0005,1882.0005,1854.9469,1604.9469,157810.6,237128.25,276948.34,149453.94,13019.366,13019.365,13019.365,127494.39,79317.66
C3,-1128452549,250.0,983.3198,733.3198,1060.0859,810.08594,61245.758,86362.375,78953.79,35644.71,12184.988,12184.988,12184.988,43309.074,25116.621
C13,-528027027,250.0,1894.4917,1644.4917,2395.5718,2145.5718,277665.5,362686.06,267722.2,202340.67,11586.592,11586.592,11586.592,65381.516,85020.56
C11,1980218242,250.0,795.16235,545.16235,814.55774,564.55774,65343.082,71051.3,68695.65,62725.15,11237.843,11237.843,11237.843,5970.5,5708.215
C3,-1577489105,250.0,853.9411,603.9411,697.15717,447.15717,38599.84,50165.57,67773.945,32840.46,13820.944,13820.944,13820.944,34933.484,11565.73
C8,468501319,250.0,835.48193,585.48193,832.2429,582.2429,63923.45,68092.51,68399.195,62964.305,12842.95,12842.95,12842.95,5434.8906,4169.0586
C1,-1869548146,250.0,1417.411,1167.411,1127.657,877.657,78834.69,129118.875,162396.53,45217.973,14702.526,14702.526,14702.526,117178.555,50284.19
C1,-1409282735,250.0,2520.2114,2270.2114,2271.5466,2021.5466,276872.28,364040.25,414686.22,245591.06,11405.353,11405.354,11405.353,169095.17,87167.97
C3,159747449,250.0,572.4173,322.4173,570.06805,320.06805,38290.184,40478.32,40734.586,36650.29,10153.563,10153.563,10153.564,4084.2988,2188.1367
C4,2084122642,250.0,1375.9548,1125.9548,940.10925,690.10925,82848.836,94337.12,144803.55,102157.14,14246.41,14246.41,14246.41,42646.406,11488.281
C3,176527414,250.0,1429.3062,1179.3062,846.73914,596.73914,64966.203,81932.23,153876.73,77394.77,12148.906,12148.906,12148.906,76481.96,16966.023
C2,1949557543,250.0,751.6704,501.6704,486.41644,236.41644,35445.93,37321.676,65811.055,58218.816,12305.252,12305.253,12305.252,7592.2383,1875.7441
C14,-2124536784,250.0,692.9368,442.93683,674.9577,424.9577,49324.562,52896.57,54479.637,49395.67,11975.57,11975.569,11975.569,5083.965,3572.0078
C7,-1402574388,250.0,1513.3684,1263.3684,1481.1342,1231.1342,126709.08,150922.31,154877.06,116949.586,11699.026,11699.026,11699.026,37927.47,24213.227
C1,357533351,250.0,1538.9458,1288.9458,1502.7214,1252.7214,95012.195,157847.25,162155.03,40098.61,11830.005,11830.005,11830.004,122056.42,62835.062
C3,-745000173,250.0,1342.2062,1092.2062,1007.29144,757.29144,85935.21,96099.77,135906.89,104299.586,11577.037,11577.037,11577.037,31607.305,10164.5625
C4,119658930,250.0,1569.3175,1319.3175,1623.8892,1373.8892,140477.83,199792.42,192554.62,94702.3,13007.784,13007.784,13007.784,97852.33,59314.594
C5,-47748695,250.0,760.7634,510.76343,667.4236,417.42358,49463.246,54002.81,63832.55,57016.934,13363.66,13363.661,13363.66,6815.617,4539.5625
C3,732230767,250.0,926.2941,676.2941,364.61993,114.619934,24924.848,25014.035,103968.27,96950.945,12944.376,12944.376,12944.375,7017.328,89.1875
C2,-286604446,250.0,902.2012,652.2012,586.3246,336.3246,35511.938,38804.305,63985.652,48746.266,11986.46,11986.461,11986.461,15239.387,3292.3672
C5,-1058345380,250.0,2262.3079,2012.3079,1784.9087,1534.9087,190619.1,277217.5,381039.9,142468.31,12001.028,12001.028,12001.027,238571.6,86598.41
C3,2097610983,250.0,1061.904,811.90405,704.0029,454.00293,56706.332,63001.7,101524.05,75058.96,14005.492,14005.491,14005.491,26465.086,6295.367
C5,408255009,250.0,2245.602,1995.602,1339.5594,1089.5594,106781.875,151631.12,302111.53,93117.055,13060.452,13060.451,13060.451,208994.5,44849.25
C9,117000257,250.0,1217.8312,967.8312,1242.2064,992.2064,107669.68,128809.94,125745.26,99571.11,11764.092,11764.092,11764.092,26174.148,21140.258
C4,-681037470,250.0,1857.4211,1607.4211,1763.9271,1513.9271,113102.445,210518.53,222832.86,57067.13,12859.245,12859.245,12859.245,165765.72,97416.08
