# ExperimentSet [id=resultsExperiments/timelinessDisruption/newexp_V16E2D100.0N100TargetRandomServerNodes, localProcessingTime=50.0, masterSeed=123456, meanArrival=25.0, messageDelay=100.0, nEdges=2, nNodes=16, runNumber=100, targetComponent=null]
Target,Seed,ReqTime, quiescenceTime,deltaQT, vcFreenessTime,deltaFT, concurVersTime, deltaCT, workWhenFreenessF, workWhenFreenessM, workWhenQuiescenceQ, workWhenQuiescenceM, workWhenConcurVersFreenessC, workWhenConcurVersFreenessM, workWhenRequestMQFC, lossWorkByQuiescence, lossWorkByVC_Blocking, lossWorkByVC_ConcurVers 
C2,-31587717,250.0,6208.421,5958.421,6615.2236,6365.2236,6615.2236,6365.2236,331929.06,631599.25,108000.03,591067.5,606969.7,631599.2,6111.595,483067.44,299670.16,24629.5
C3,-1608197371,250.0,6185.307,5935.307,6682.901,6432.901,6682.901,6432.901,711738.9,852816.2,475731.7,782570.5,842810.8,852816.1,6043.594,306838.78,141077.25,10005.25
C2,-806685258,250.0,12693.667,12443.667,15756.115,15506.115,15756.115,15506.115,1195442.9,3148820.8,237060.17,2479030.8,3006925.5,3148820.8,5077.5596,2241970.8,1953377.9,141895.25
C1,1337272588,250.0,13211.47,12961.47,13287.754,13037.754,13287.754,13037.754,1062107.2,2488867.5,176134.28,2471778.8,2350877.2,2488867.5,6394.502,2295644.5,1426760.2,137990.25
C3,1134486876,250.0,2768.2666,2518.2666,2983.6501,2733.6501,2983.6501,2733.6501,146790.42,238444.52,60307.89,217693.58,219941.77,238444.52,5807.35,157385.69,91654.09,18502.75
C3,408405954,250.0,3381.493,3131.493,3798.0344,3548.0344,3798.0344,3548.0344,221065.81,367632.75,72402.48,316144.78,336039.16,367632.72,5598.031,243742.31,146566.94,31593.562
C11,707954076,250.0,3922.0676,3672.0676,4183.317,3933.317,4183.317,3933.317,388158.62,452694.84,325846.7,418736.22,449436.88,452694.84,6135.5527,92889.53,64536.22,3257.9688
C3,698709310,250.0,6477.172,6227.172,6393.8545,6143.8545,6393.8545,6143.8545,414945.84,698387.75,93049.625,708276.0,654944.44,698387.75,6590.33,615226.4,283441.94,43443.312
C7,286052801,250.0,3931.541,3681.541,3595.8848,3345.8848,3595.8848,3345.8848,359257.4,414384.3,364844.28,464740.03,405322.66,414384.3,5875.1,99895.75,55126.906,9061.656
C6,-190541709,250.0,2827.0022,2577.0022,2938.7974,2688.7974,2938.7974,2688.7974,179161.08,246852.58,147978.86,236928.53,241114.02,246852.56,7448.6567,88949.67,67691.5,5738.547
C14,-763205672,250.0,2851.584,2601.584,3232.947,2982.947,3232.947,2982.947,258081.12,302866.44,204635.94,256665.38,299370.5,302866.44,5885.79,52029.438,44785.33,3495.9375
C2,-1512022076,250.0,1210.3164,960.3164,1455.2562,1205.2562,1455.2562,1205.2562,100365.836,105660.83,74312.29,80787.695,104562.12,105660.83,6878.9473,6475.4062,5294.992,1098.7109
C8,-2041392862,250.0,6818.1973,6568.1973,7388.691,7138.691,7388.691,7138.691,515191.34,1142242.2,297663.97,1036009.8,1109885.8,1142242.4,5141.354,738345.8,627050.9,32356.625
C4,-1124915830,250.0,8071.618,7821.618,8440.513,8190.5127,8440.513,8190.5127,690619.0,1150566.4,226612.48,1096239.9,1086379.2,1150566.5,5499.3496,869627.4,459947.38,64187.25
C13,174823762,250.0,2418.1953,2168.1953,2432.6326,2182.6326,2432.6326,2182.6326,202805.78,218414.17,194828.02,216698.38,217004.58,218414.19,6176.4326,21870.36,15608.391,1409.6094
C3,-1668190253,250.0,7696.9883,7446.9883,8159.5195,7909.5195,8159.5195,7909.5195,589090.9,926325.25,224957.05,869072.25,885141.6,926325.25,6507.6147,644115.2,337234.38,41183.625
C9,1799436767,250.0,3148.0725,2898.0725,2870.4624,2620.4624,2870.4624,2620.4624,222661.3,267788.3,224189.42,303451.34,263671.66,267788.3,5986.5674,79261.92,45127.016,4116.6562
C2,-1555590367,250.0,3949.0552,3699.0552,3647.771,3397.771,3647.771,3397.771,245423.86,354403.62,132856.8,391329.34,333908.38,354403.6,6194.8945,258472.53,108979.75,20495.219
C6,650433521,250.0,2913.2842,2663.2842,2727.3853,2477.3853,2727.3853,2477.3853,199501.1,239266.11,196861.11,259274.22,235897.48,239266.11,6254.31,62413.11,39765.016,3368.625
C5,-648533003,250.0,3978.7778,3728.7778,4300.045,4050.045,4300.045,4050.045,244076.14,453813.06,126317.375,414569.72,435110.12,453813.1,5275.487,288252.3,209736.9,18702.969
C9,412928697,250.0,7236.916,6986.916,5340.434,5090.434,5340.434,5090.434,513947.66,758131.25,498537.12,1076387.0,735458.7,758131.25,5428.6626,577849.9,244183.56,22672.562
C5,952822115,250.0,4185.498,3935.498,4264.0596,4014.0596,4264.0596,4014.0596,275379.0,443431.62,169503.2,434120.06,427594.3,443431.62,6241.995,264616.88,168052.62,15837.3125
C2,-1720755923,250.0,6466.1235,6216.1235,7456.5073,7206.5073,7456.5073,7206.5073,529503.4,998552.4,144501.3,846525.56,936244.5,998552.3,6459.5854,702024.25,469049.03,62307.812
C8,713249548,250.0,3490.5215,3240.5215,3632.3408,3382.3408,3632.3408,3382.3408,256327.52,306982.1,221106.62,294054.44,300837.72,306982.1,6060.568,72947.81,50654.58,6144.375
C8,826247555,250.0,6247.2363,5997.2363,6536.632,6286.632,6536.632,6286.632,631812.8,785802.44,546927.2,744838.9,776047.25,785802.56,5921.666,197911.69,153989.62,9755.3125
C2,785368874,250.0,10187.739,9937.739,3307.3867,3057.3867,3307.3867,3057.3867,342210.88,387082.34,1029304.1,1670882.8,376607.06,387082.34,6080.548,641578.7,44871.47,10475.281
C3,1006981601,250.0,3400.9587,3150.9587,1187.4656,937.4656,1187.4656,937.4656,75677.17,79058.61,361760.1,399392.2,78172.74,79058.61,5419.9316,37632.094,3381.4375,885.8672
C1,114827670,250.0,4462.321,4212.321,2439.6357,2189.6357,2439.6357,2189.6357,169339.83,207097.42,247654.17,425614.94,201761.34,207097.4,7337.9404,177960.77,37757.594,5336.0625
C7,316430616,250.0,6168.7417,5918.7417,5860.0913,5610.0913,5860.0913,5610.0913,568124.56,742105.44,506591.66,790275.94,725833.6,742105.4,6500.91,283684.25,173980.88,16271.75
C8,-406689046,250.0,6234.021,5984.021,6267.015,6017.015,6267.015,6017.015,442207.2,740819.56,291266.7,736574.3,711675.4,740819.5,6300.49,445307.62,298612.38,29144.125
C9,-9578651,250.0,4238.5786,3988.5786,1978.3142,1728.3142,1978.3142,1728.3142,158883.83,171566.5,425546.34,497999.56,169561.12,171566.48,6388.095,72453.22,12682.672,2005.3594
C2,103950130,250.0,5394.1533,5144.1533,5930.582,5680.582,5930.582,5680.582,443222.56,737165.1,170989.34,656309.7,678581.5,737165.0,5573.8257,485320.38,293942.56,58583.5
C2,428964495,250.0,1257.4412,1007.44116,1170.177,920.177,1170.177,920.177,75899.34,78520.734,81105.63,86573.16,77793.875,78520.734,7118.201,5467.5234,2621.3906,726.8594
C7,277769676,250.0,2125.621,1875.6211,2172.6606,1922.6606,2172.6606,1922.6606,151375.27,175692.33,136823.22,170648.9,172307.23,175692.33,6470.743,33825.68,24317.062,3385.0938
C7,1602222556,250.0,9553.036,9303.036,9984.704,9734.704,9984.704,9734.704,853885.7,1506398.5,317364.3,1433851.2,1454615.9,1506398.5,6309.808,1116487.0,652512.9,51782.625
C14,1124888674,250.0,3969.302,3719.302,3998.2295,3748.2295,3998.2295,3748.2295,359571.56,424732.1,336013.78,420897.2,421558.9,424732.1,5492.3633,84883.41,65160.53,3173.1875
C9,-612012627,250.0,4943.3813,4693.3813,5288.6436,5038.6436,5288.6436,5038.6436,414693.62,508187.66,368838.28,471126.1,505728.6,508187.66,6664.44,102287.81,93494.03,2459.0625
C8,1996655901,250.0,8367.34,8117.34,9003.231,8753.231,9003.231,8753.231,687280.4,1450304.6,307113.16,1327929.9,1398692.2,1450304.9,6897.1753,1020816.75,763024.3,51612.625
C10,-1298180151,250.0,4004.714,3754.714,2700.1482,2450.1482,2700.1482,2450.1482,194650.62,222592.55,288774.6,359538.75,220428.94,222592.53,6349.165,70764.16,27941.922,2163.5938
C1,80545937,250.0,1272.9897,1022.98975,1452.12,1202.12,1452.12,1202.12,87920.51,104663.484,65447.285,87889.57,100129.13,104663.484,6578.8647,22442.281,16742.977,4534.3516
C10,-712186726,250.0,2954.6038,2704.6038,3221.6868,2971.6868,3221.6868,2971.6868,267009.56,298758.1,229471.56,269207.62,296714.56,298758.12,6285.3857,39736.08,31748.547,2043.5625
C3,1734157801,250.0,1901.6936,1651.6936,2104.389,1854.3889,2104.389,1854.3889,156098.3,174981.0,116689.695,154064.86,170021.23,174981.0,7038.7686,37375.164,18882.703,4959.7656
C4,1758599912,250.0,6041.3096,5791.3096,4347.2764,4097.2764,4347.2764,4097.2764,404984.47,513608.44,405856.97,776122.2,487018.88,513608.47,5748.131,370265.22,108623.97,26589.594
C6,1220024408,250.0,5912.56,5662.56,6392.9917,6142.9917,6392.9917,6142.9917,399847.25,793906.3,165385.19,724396.94,756395.4,793906.25,6236.4165,559011.75,394059.03,37510.875
C3,110083800,250.0,7547.752,7297.752,7268.291,7018.291,7268.291,7018.291,549035.56,913491.1,197790.88,956017.7,854421.75,913491.2,6070.1646,758226.8,364455.56,59069.438
C1,-2135800093,250.0,3200.233,2950.233,1430.6276,1180.6276,1430.6276,1180.6276,90430.15,108244.055,185280.36,304622.2,102947.21,108244.06,5746.7715,119341.81,17813.906,5296.8516
C4,1702456891,250.0,6005.219,5755.219,6044.087,5794.087,6044.087,5794.087,445875.72,696523.5,234357.98,691337.56,657417.9,696523.44,5823.8877,456979.6,250647.78,39105.562
C3,-503307268,250.0,2915.4255,2665.4255,2063.3735,1813.3735,2063.3735,1813.3735,114542.59,150923.55,94338.54,232455.4,140002.1,150923.56,6779.1875,138116.88,36380.953,10921.469
C2,1213087600,250.0,4803.3022,4553.3022,4758.1626,4508.1626,4758.1626,4508.1626,328127.2,478833.28,203368.86,484114.75,452486.25,478833.3,6455.547,280745.88,150706.1,26347.031
C7,-1081705337,250.0,4237.2715,3987.2715,4621.689,4371.689,4621.689,4371.689,436345.88,524379.75,333980.06,470779.7,514688.97,524379.8,5946.115,136799.62,88033.875,9690.844
C7,-2965150,250.0,5121.292,4871.292,5352.8945,5102.8945,5352.8945,5102.8945,433418.47,673339.1,320177.16,638340.1,653990.9,673339.0,5678.998,318162.97,239920.66,19348.125
C3,-1128452549,250.0,4218.8154,3968.8154,4432.033,4182.033,4432.033,4182.033,268282.7,405413.06,104609.25,381981.2,382161.6,405413.16,6580.1313,277371.94,137130.38,23251.562
C13,-528027027,250.0,17365.08,17115.08,17356.89,17106.89,17356.89,17106.89,2035963.8,2921009.0,1979575.9,2922454.0,2914345.0,2921009.0,5566.775,942878.1,885045.25,6664.0
C11,1980218242,250.0,1268.886,1018.886,1495.8186,1245.8186,1495.8186,1245.8186,98682.914,105364.76,73266.57,81953.78,104148.78,105364.734,5794.902,8687.211,6681.8438,1215.9531
C3,-1577489105,250.0,2236.3245,1986.3245,2618.4685,2368.4685,2618.4685,2368.4685,139316.03,216626.5,65163.105,177862.2,198594.48,216626.5,7253.809,112699.09,77310.47,18032.016
C8,468501319,250.0,2200.9497,1950.9497,2427.5337,2177.5337,2427.5337,2177.5337,189194.75,209156.89,163387.4,186492.75,207970.23,209156.89,6892.9243,23105.344,19962.14,1186.6562
C1,-1869548146,250.0,4724.217,4474.217,4472.134,4222.134,4472.134,4222.134,264948.34,496316.88,79568.26,528994.06,453077.66,496316.9,7346.424,449425.78,231368.52,43239.25
C1,-1409282735,250.0,12883.594,12633.594,12866.175,12616.175,12866.175,12616.175,1599200.4,2198474.5,1138785.5,2201587.0,2135464.5,2198474.2,5852.428,1062801.4,599274.0,63009.75
C3,159747449,250.0,1408.0656,1158.0656,1417.2888,1167.2888,1417.2888,1167.2888,82621.13,90575.93,73808.01,89606.78,88126.734,90575.92,4933.999,15798.773,7954.797,2449.1875
C4,2084122642,250.0,4252.8223,4002.8223,3859.188,3609.188,3859.188,3609.188,334673.53,411412.66,280494.34,461247.44,397112.03,411412.62,7471.517,180753.1,76739.125,14300.594
C3,176527414,250.0,4549.1523,4299.1523,3786.945,3536.945,3786.945,3536.945,304517.22,416242.88,225384.81,513799.12,393270.4,416242.88,6582.643,288414.3,111725.66,22972.469
C2,1949557543,250.0,3102.0872,2852.0872,2185.1125,1935.1125,2185.1125,1935.1125,167475.98,181498.53,238948.92,280072.7,179953.48,181498.56,6843.2637,41123.78,14022.547,1545.0781
C14,-2124536784,250.0,2461.7249,2211.7249,2454.067,2204.067,2454.067,2204.067,181543.83,201075.73,175232.52,201841.34,199120.81,201075.73,5675.296,26608.828,19531.906,1954.9219
C7,-1402574388,250.0,6182.157,5932.157,6084.317,5834.317,6084.317,5834.317,524038.97,659723.3,465948.6,671075.5,650342.3,659723.2,6818.734,205126.88,135684.31,9380.875
C1,357533351,250.0,5942.248,5692.248,6808.1523,6558.1523,6808.1523,6558.1523,397383.3,780394.5,85924.42,659639.2,734800.6,780394.5,5315.1333,573714.75,383011.2,45593.875
C3,-745000173,250.0,3429.2144,3179.2144,2586.0322,2336.0322,2586.0322,2336.0322,207499.22,231250.64,244851.28,328694.03,222386.62,231250.64,6152.739,83842.734,23751.422,8864.016
C4,119658930,250.0,4165.212,3915.212,5090.9595,4840.9595,5090.9595,4840.9595,415371.06,599095.7,206925.22,470341.1,568570.2,599095.6,5616.8145,263415.88,183724.62,30525.438
C5,-47748695,250.0,2239.9033,1989.9033,2423.2083,2173.2083,2423.2083,2173.2083,185228.17,202503.75,160390.11,182443.58,200979.27,202503.78,7294.1763,22053.469,17275.578,1524.5156
C3,732230767,250.0,2262.5303,2012.5303,886.8773,636.8773,886.8773,636.8773,51475.617,52623.086,208493.02,225907.88,52097.21,52623.082,6098.4077,17414.86,1147.4688,525.8711
C2,-286604446,250.0,2312.7104,2062.7104,2577.3813,2327.3813,2577.3813,2327.3813,168073.81,197391.47,123803.54,174007.16,189076.69,197391.45,6576.7773,50203.617,29317.656,8314.766
C5,-1058345380,250.0,14512.057,14262.057,15005.645,14755.645,15005.645,14755.645,1645475.2,2859444.5,805268.1,2754492.0,2780212.8,2859445.0,5299.6104,1949224.0,1213969.4,79232.25
C3,2097610983,250.0,2727.7327,2477.7327,2921.3745,2671.3745,2921.3745,2671.3745,221635.73,264251.12,153861.66,243903.44,254535.98,264251.12,6359.1523,90041.78,42615.39,9715.141
C5,408255009,250.0,6428.546,6178.546,6834.963,6584.963,6834.963,6584.963,516028.12,890522.5,214004.31,825011.4,834005.1,890522.5,6624.6724,611007.06,374494.38,56517.375
C9,117000257,250.0,4314.2065,4064.2065,4703.12,4453.12,4703.12,4453.12,405185.38,512187.28,346638.03,462603.84,507584.25,512187.28,6330.9536,115965.81,107001.875,4603.0312
C4,-681037470,250.0,5589.0337,5339.0337,5704.752,5454.752,5704.752,5454.752,333701.8,649037.56,115327.81,634622.4,603791.25,649037.56,6684.7964,519294.56,315335.72,45246.312
